activity_ts,organization_id,district_id,school_id,user_id_to,user_id_from,distribution_id,distribution_id_from,activity_type_id,activity_ref_key,activity_detail_idx,activity_sub_type_id,activity_status_id,vendor_id,transaction_key,vendor_order_key,vendor_purchase_order_number,description,amount,total_amount,shipping,fees,tax,discount,vendor_cogs_discount,updated,updated_date,authorizenet_transid,invoiceAchDataId,distributionVendorName,created_date,submitted_date,completed_date,modified_date,prepaidStatus,original_amount,is_autoprocessed,req_transaction_token
2024-11-26 00:18:08,373,753,7458,7458,7458,7458,12082,1,a381bd6e-2e0a-413b-b038-1b9339216a38,7,12082,8,18256,0PWP291QVSD6TW1T,U5UP5LGD-TAL8-7CSF-QWOR-PHDAC7CLEGTI,4FO2EYF43,"Modum eae semper voluptatibus inhaererent, eadem de amicitia dicenda sunt. Praeclare enim Epicurus his paene. Homini infanti aut inpotenti iniuste facta conducunt, qui nec. Quosque labores propter suam voluptatem susciperet, eosdem suscipiet propter amici voluptatem. Quaeque de virtutibus dicta.",74.38,74.38,7.44,3.72,5.95,3.72,3.72,1,2024-11-30 06:55:27,970467,AFC5911ss,"KCAP Financial, Inc.",2024-11-30 06:55:27,2024-12-04 13:32:46,2024-12-08 20:10:05,2024-12-13 02:47:24,Pending Activation,74.38,1,ksDrR1fOqA5DxtT499yJUGcP02QXu5In
2024-11-28 15:21:42,373,334,11178,11178,11178,11178,12767,3,27c87234-88a1-436f-b094-606dd54f502c,12,12767,6,3649,ZQB1ISGW6JBTMCQA,HDUZFFJ5-66ST-IA6H-5VUL-4YM1Q5IZJINT,9C1,"Torquem illum hosti detraxisse, ut aliquam ex eo est consecutus? Sine dubio praeclara sunt, fecerint, virtutem iis per se ipsam optabilem. Quarum potiendi spe inflammati multos labores magnosque susceperant. Ceramico Chrysippi sedentis porrecta manu, quae manus significet.",118.43,118.43,11.84,5.92,9.48,5.92,5.92,0,2024-12-06 04:10:40,229833389,KCI9776kn,MainStay DefinedTerm Municipal Opportunities Fund,2024-12-06 04:10:40,2024-12-13 16:59:38,2024-12-21 05:48:36,2024-12-28 18:37:34,Inactive,118.43,0,2uHdsrP469HwotJ214NrPl5G1wIjGZ93
2024-11-29 04:12:45,373,111,8357,8357,8357,8357,12901,1,a4ebc437-a876-45a4-a83f-0806374dafc2,12,12901,6,2867,AZO1PCZR9HKQTPU3,GWCYTAPP-CL8H-UVQ3-8O76-BZ3NR4G957DP,8QVVJ4,"Excruciant et semper sollicitant turbulentaeque sunt, sic. Declinationem istam atomorum et magnitudinem solis probabo et Democriti errata ab Epicuro. Cum sit inter doctissimos summa dissensio, quis. Secundum non recte, si voluptas esset bonum, desideraret.' -- Ita. Paene loquuntur magistra ac duce natura nihil esse prosperum nisi voluptatem, nihil asperum.",115.24,115.24,11.52,5.76,9.22,5.76,5.76,0,2024-12-08 08:38:14,97325898,PPD1761hh,"CapStar Financial Holdings, Inc.",2024-12-08 08:38:14,2024-12-17 13:03:43,2024-12-26 17:29:12,2025-01-04 21:54:41,Cancelled,115.24,0,e3F5217fiF46jJz717ugnOPA519ZzCBx
2024-11-30 18:12:00,373,747,5954,5954,5954,5954,13302,1,4316f65b-62a0-446f-b6dc-310a2b3e83e4,15,13302,2,8573,XGKGE2ZZ0YGFN1CN,I88F3ESQ-CFPK-YH0T-6UIA-06ZT2A6WP0SQ,46H81,"Foris solum iactant nec tantum in alios caeco impetu incurrunt, sed intus etiam. Opera, studio, labore meo doctiores cives mei, nec cum istis tantopere. Putant dici ab illo, recta et honesta quae sint, ea facere ipsa per se.",154.85,154.85,15.48,7.75,12.39,7.75,7.75,0,2024-12-05 19:05:07,8583017099,MHI7036dh,"Gabelli Equity Trust, Inc. (The)",2024-12-05 19:05:07,2024-12-10 19:58:14,2024-12-15 20:51:21,2024-12-20 21:44:28,Active,154.85,0,Nyb7d5HwQ3y9manzLP48pGhpVM4SOtEF
2024-12-03 18:40:32,373,820,2783,2783,2783,2783,14090,2,38378e98-6794-4536-a30e-6a9eede98d91,10,14090,2,9478,FATGZ6TJKIR7KZUF,MRR5UIWU-SU9D-7FH5-UDBI-WHVKSWYAJH20,O1XE2Y4GF,"Ratio bene sanos in viam. Quisquam est, qui dolorem ipsum, quia dolor sit, amet, consectetur, adipisci velit, sed quia. Si gymnasia, si campum, si canes, si equos, si ludicra exercendi aut.",102.04,102.04,10.20,5.10,8.16,5.10,5.10,0,2024-12-08 19:28:16,055137298,LOJ4124bn,First Community Corporation,2024-12-08 19:28:16,2024-12-13 20:16:00,2024-12-18 21:03:44,2024-12-23 21:51:28,Recharged,102.04,0,gJXJN72S45FZTwTq7H7rtyH367DSwoF0
2024-12-05 17:06:55,373,578,1033,1033,1033,1033,14586,3,0ddf518e-cbbc-4461-84ef-0878391d97de,13,14586,9,19808,LPK7Z6CANFWQ2IHN,4GHIP5XC-RBEA-ATWW-4W6B-HUN0VDHCZA0C,KFGLMKS,"Res atque laudabilis eo referri, ut cum voluptate vivatur. Ab inliberali labore deterret --, sic isti curiosi, quos offendit. Ut a Scaevola est praetore salutatus Athenis Albucius. Quem quidem locum.",133.16,133.16,13.31,6.66,10.66,6.66,6.66,1,2024-12-09 23:51:19,84122111,JPF0972ax,Williams Partners LP,2024-12-09 23:51:19,2024-12-14 06:35:43,2024-12-18 13:20:07,2024-12-22 20:04:31,Recharged,133.16,1,OwTTo0Q92s3hjQLd78kUjI317Hff09f0
2024-12-07 15:03:46,373,618,16638,16638,16638,16638,15077,2,38f7c4b9-b96f-4ac8-bb86-7e346baf3f14,6,15077,3,8085,SDYR6FKALSL7XJ0K,3VVXYR7K-UYZY-WFVB-WMT7-EV5X018994AU,SCK,"Hoc scribendi, etsi sit elegans, personae tamen et dignitatis esse negent. Ab Homero Ennius, Afranius a Menandro solet. Nec vero. Etiam dolorem saepe perpetiuntur, ne, si amicitiam propter nostram voluptatem. Nos amice et benivole collegisti, nec me.",55.32,55.32,5.54,2.76,4.42,2.76,2.76,0,2024-12-15 00:46:23,551909756,FDL1969bg,Eaton Vance Municipal Income Trust,2024-12-15 00:46:23,2024-12-22 10:29:00,2024-12-29 20:11:37,2025-01-06 05:54:14,Recharged,55.32,0,H43gfryIsb7eB0icCP5w9A6n0695A7C5
2024-12-09 07:18:13,373,100,14066,14066,14066,14066,15506,2,0d99ee38-dee1-4d0e-b5a6-bb995b96cd4a,6,15506,1,7554,1JBMLPFWSD45KYAK,5FH98UGU-X1T6-S59M-6NOU-34I34VYDRYMW,2HKANED,"Significet illum in hae esse rogatiuncula delectatum: 'Numquidnam manus tua sic affecta, quem ad. Studiis. Quamquam te quidem video esse multos, sed imperitos --, quamquam autem. Esse deditum dicitis; non posse iucunde vivi, nisi sapienter, honeste iusteque. Nihil ut de utilitatibus, nihil. Ad me accedis, saluto: 'chaere,' inquam, 'Tite!' lictores, turma.",63.83,63.83,6.39,3.19,5.10,3.19,3.19,0,2024-12-18 05:38:24,7524442,KVZ3671zv,"Biocept, Inc.",2024-12-18 05:38:24,2024-12-27 03:58:35,2025-01-05 02:18:46,2025-01-14 00:38:57,Blocked,63.83,0,3ulxjTq11Eu5b0m84TtmhUQ38SLcjJrW
2024-12-11 10:02:58,373,319,8466,8466,8466,8466,16072,2,6743de1f-245e-422c-a845-00bd0f8ad18c,8,16072,3,14938,BP0SOIMTHOZXXQFD,MDBSNWPD-27UB-EAU0-53X3-T8OOG5KZSHRV,QKTPUFIA,"Ut animadvertat quanta sint ea quamque iucunda, neque pendet ex futuris. Nam et praeterita et futura. Ut enim aeque doleamus animo, cum corpore.",76.50,76.50,7.65,3.82,6.12,3.82,3.82,1,2024-12-15 00:48:38,86942883,OEU7343qv,"CalAtlantic Group, Inc.",2024-12-15 00:48:38,2024-12-18 15:34:18,2024-12-22 06:19:58,2024-12-25 21:05:38,Expired,76.50,1,Jp457Liae9073GCPRN1U4C6Kw96Bn7P8
2024-12-12 05:45:35,373,371,6597,6597,6597,6597,16292,2,bf1a721f-4ac7-4f24-9352-ce2a7a780ac2,11,16292,8,6478,N7PSKAVJTOUN9J2Y,P07A7VX0-953H-5E7O-O3UB-BTZZZ2AGPMOY,NPPNOQF6L5,"Quia iucunditatis vel plurimum afferat. Nam diligi et carum esse iucundum. Causa sunt, qua ante quam nati, et ad. Res esse tractatas, ne ipsos quidem Graecos est cur verear, ne ad.",114.46,114.46,11.44,5.72,9.16,5.72,5.72,1,2024-12-16 16:04:57,16060200,OWR7213ha,Voya Asia Pacific High Dividend Equity Income Fund,2024-12-16 16:04:57,2024-12-21 02:24:19,2024-12-25 12:43:41,2024-12-29 23:03:03,Suspended,114.46,1,jG144gxt141iONYB6CblYf91ZRy6Swm0
2024-12-14 16:54:11,373,578,14744,14744,14744,14744,16939,2,6230e50c-31a9-4619-a16e-c5e52e39c2f9,11,16939,9,16327,JSLZI6X3I67KBEG8,S3KC6HI5-NGYP-YKXC-VI4X-PWKQXOSOP1S0,S1RTLH7O,"Ad melius vivendum nec ad melius vivendum nec ad melius vivendum. Protervi, idem intemperantes et ignavi, numquam in sententia permanentes. Provincia cepisse arguerent, causam apud se dicere iuberet reque ex utraque parte audita.",107.12,107.12,10.71,5.36,8.57,5.36,5.36,0,2024-12-20 17:18:02,770587108,HTL1848cc,State Bank Financial Corporation.,2024-12-20 17:18:02,2024-12-26 17:41:53,2025-01-01 18:05:44,2025-01-07 18:29:35,Cancelled,107.12,0,26cLcBfp7GstZkpf3xEQRb6HsIMx3bhd
2024-12-17 04:22:41,373,281,12157,12157,12157,12157,17574,1,ab150bc1-9cbf-4434-93fc-53ef6e073a8e,6,17574,10,16387,JNL0650LDS2VHZOM,K8DNBFWS-KY73-S4L5-ZHYP-AG5DETDLV8DG,N5XJHTGF,"Et malorum, id est laborum et dolorum fuga. Et harum quidem rerum facilis. Appellantur -- aut ne deterruisset. Electram, tamen male conversam Atilii mihi legendam putem, de. Perturbari videmus errore et inscientia, sapientiamque esse. Mandamus, legere assueverit, iudicabit nulla ad legendum his esse potiora. Quid est cur dubitemus.",59.92,59.92,6.00,2.99,4.79,2.99,2.99,0,2024-12-26 14:46:58,0552300696,EPJ5998au,Anheuser-Busch Inbev SA,2024-12-26 14:46:58,2025-01-05 01:11:15,2025-01-14 11:35:32,2025-01-23 21:59:49,Cancelled,59.92,0,cmA3UPn4oVTQ7fW8rpD7irPd0inqOw4W
2024-12-18 18:50:00,373,872,4840,4840,4840,4840,17993,1,d5ba7ff7-cc32-4d8e-a512-c0cd1e09354c,9,17993,10,5242,4EU9VBTWPCJMB88X,8VH9V7EW-2PK8-BZPB-XO2K-LY4F74BYMN5G,J9WL3ZBZQ,"A te ipso id quidem facio provocatus gratissimo mihi libro. Quasi involuta aperiri, altera prompta et aperta iudicari. Etenim quoniam detractis de homine. Enim consequuntur voluptates, quarum potiendi spe inflammati multos labores.",89.13,89.13,8.91,4.46,7.13,4.46,4.46,0,2024-12-23 23:46:00,37434315,FHS6338lf,Citigroup Inc.,2024-12-23 23:46:00,2024-12-29 04:42:00,2025-01-03 09:38:00,2025-01-08 14:34:00,Blocked,89.13,0,fJ2YFf8mjPdoka5aaaY4H2271Hqq89BO
2024-12-19 02:40:44,373,35,19719,19719,19719,19719,18078,1,a1967520-2175-4310-b933-f7b21bbefb82,12,18078,5,9942,PG361HKJVY1UOB5X,M4OFQK3V-J1T1-RALW-MHJT-UIRR39VVOC1Z,1RGFWO2ZVM,"Sed multitudinem haec maxime allicit, quod ita putant dici ab.",116.69,116.69,11.67,5.84,9.34,5.84,5.84,1,2024-12-19 18:03:10,565370344,NSB9973kn,Deltic Timber Corporation,2024-12-19 18:03:10,2024-12-20 09:25:36,2024-12-21 00:48:02,2024-12-21 16:10:28,Pending Activation,116.69,1,851Qfu2N0hukji7Zq0EWqJJO9xTwH20u
2024-12-21 11:26:57,373,484,10715,10715,10715,10715,18687,1,145f2ff8-c837-471e-9e7c-7da6aefbad47,4,18687,4,9254,BTIMKW741OUH7J5O,OIQIMUL3-4E77-C67H-D5SV-NNZ5QM5QJJ45,3UUKI8D,"Nec distrahi possint, sic de iustitia. Etiam indoctum fuisse. Fieri, inquam, Triari, nullo pacto potest, ut propemodum iustioribus utamur illis. Ipsum per se esse fugiendam temperantiamque expetendam, non quia voluptates. Existimavit esse nec ad melius vivendum nec ad melius vivendum nec ad. Administrari neque maiorem voluptatem ex.",36.08,36.08,3.61,1.80,2.88,1.80,1.80,0,2024-12-31 07:20:11,100409,NVE2698rp,iRadimed Corporation,2024-12-31 07:20:11,2025-01-10 03:13:25,2025-01-19 23:06:39,2025-01-29 18:59:53,Expired,36.08,0,rDfre6pFzdZIzBU88EPjUlcQG8oZG16m
2024-12-24 07:14:37,373,835,16469,16469,16469,16469,19430,1,882ad328-5568-47f0-add0-0f599b9bfe5b,6,19430,5,3681,78UYKQN45C3SH6Y7,KA1VEATG-S9MC-YBK1-BIT7-00X3EU6I76WG,YTP7U9,"Sic agam, ut ipsi auctori huius disciplinae placet: constituam, quid et quale. Neque erat umquam controversia, quid ego intellegerem, sed quid probarem. Quid igitur est? Inquit; audire. Adquiescere. Quodsi ne ipsarum quidem virtutum laus, in qua maxime ceterorum philosophorum exultat oratio. Dividendo ac partiendo docet, non.",57.66,57.66,5.77,2.88,4.61,2.88,2.88,0,2024-12-30 22:42:41,0895448994,GKF3373nc,GP Investments Acquisition Corp.,2024-12-30 22:42:41,2025-01-06 14:10:45,2025-01-13 05:38:49,2025-01-19 21:06:53,Cancelled,57.66,0,0P3S9s0SP59C661i5cbKuJ34GL7581T7
2024-12-25 17:59:04,373,986,6705,6705,6705,6705,19816,2,e12c7ff9-7424-4985-a49c-d1161b8341bf,6,19816,7,14233,GRAF118SY3NJNS47,EDA26KIG-W5JY-1VLO-SVS0-CI7NHW9FWXFC,A9GOIFJSOC,"Tractat locos ab Aristotele ante tractatos? Quid? Vitae dicta sunt, quem ad modum affecta nunc est, desiderat. Quis autem vel eum iure reprehenderit.",62.83,62.83,6.29,3.14,5.02,3.14,3.14,0,2024-12-31 19:58:01,4509308,DDC9177la,"Tyson Foods, Inc.",2024-12-31 19:58:01,2025-01-06 21:56:58,2025-01-12 23:55:55,2025-01-19 01:54:52,Expired,62.83,0,2t952HIs4o7f8e7isPmiiSL85p1sL9dZ
2024-12-26 09:39:23,373,974,14364,14364,14364,14364,19986,3,8c28f880-af1e-40d5-bf76-ba6ae24fda91,13,19986,2,13174,WR4CGMPXF4R5IJCR,JFB6FVVS-IQMU-AW9H-3CYF-NN0M3EA5BPIT,SW5E5,"'Haec enim ipsa mihi sunt voluptati, et erant illa Torquatis.' Numquam hoc. Partem ullam liquidae voluptatis et liberae. Minus legimus quam hoc idem Graecum, quae autem de bene.",127.06,127.06,12.70,6.36,10.17,6.36,6.36,1,2024-12-30 06:14:35,304793,JVC6769cu,California Water  Service Group Holding,2024-12-30 06:14:35,2025-01-03 02:49:47,2025-01-06 23:24:59,2025-01-10 20:00:11,Under Review,127.06,1,85tkx6DPzpfCywMhTptG5sGAY2p7Yh8Y
2024-10-12 06:32:42,374,409,14978,14978,14978,14978,438,2,c26f59ef-cd6d-4ff6-903b-f5b14ffa7a2b,14,438,9,6484,ASCNIC5FVDOXG79Z,Y2LK1FPG-7ERD-T55R-N5N7-JN0TE6T1CZ0F,YU4,Studuisse aut imperiis aut opibus aut gloriae.,142.95,142.95,14.29,7.15,11.44,7.15,7.15,1,2024-10-12 12:21:18,9720960,JAV5823uh,NF Energy Saving Corporation,2024-10-12 12:21:18,2024-10-12 18:09:54,2024-10-12 23:58:30,2024-10-13 05:47:06,Active,142.95,1,et862i06622K9Kl30MX7AjN60eYOoG8o
2024-10-13 01:16:56,374,415,14309,14309,14309,14309,643,1,418121d6-6a82-4c9c-a199-e48b3c1aa956,12,643,8,13221,TCG6IZM8RNQ8K78L,NTFKOXHW-Q3RZ-HUXI-HAO8-TJR1ULB2C4TB,1DI,"Illud ocurreret, si omnia deorsus e regione inferiorem locum. Democrito magnus videtur, quippe homini erudito in geometriaque perfecto, huic pedalis fortasse; tantum.",118.33,118.33,11.83,5.92,9.47,5.92,5.92,1,2024-10-16 08:58:41,84174243,YIL5687mn,Lumos Networks Corp.,2024-10-16 08:58:41,2024-10-19 16:40:26,2024-10-23 00:22:11,2024-10-26 08:03:56,Recharged,118.33,1,UALWm56Ola65puE2Jmo0PN42UWLTPTec
2024-10-15 01:09:24,374,562,4232,4232,4232,4232,1151,2,f6751f0c-692d-4db6-a3d6-9669b28e6d64,8,1151,5,3945,WNXJWF8JDD9TGOI9,RHJNQ4T7-94I3-598B-5RC1-R1G7WC0LLHTI,EQ7,"Putanda est, non expeteretur, si nihil. Multi amicos, non nulli patriam, plerique autem se ipsos penitus. Degendae et rerum gerendarum. Sic e physicis et fortitudo sumitur contra mortis.",81.24,81.24,8.13,4.06,6.50,4.06,4.06,1,2024-10-19 01:21:38,2153244314,GUH8383uj,Norwegian Cruise Line Holdings Ltd.,2024-10-19 01:21:38,2024-10-23 01:33:52,2024-10-27 01:46:06,2024-10-31 01:58:20,Under Review,81.24,1,oKpxMEGyWXuB3duCifOi7E9H3Jx08QrX
2024-10-17 19:49:22,374,938,17714,17714,17714,17714,1878,3,449d3af1-9b19-4558-941d-163c258c8ad4,10,1878,1,13384,Q0GOLTIY3AUI39W8,6THXS737-5R9Q-LRHE-H3OZ-JBNN1OBPO40V,CU8KA0W7,"Temeritas et libido et ignavia semper animum excruciant et semper sollicitant. Vero, quoniam forensibus operis, laboribus. Me ab eo dissentiunt, sed certe non probes, eum quem ego.",96.49,96.49,9.65,4.82,7.72,4.82,4.82,1,2024-10-21 15:12:05,301074690,NOV0422my,iShares MSCI Emerging Markets Asia Index Fund,2024-10-21 15:12:05,2024-10-25 10:34:48,2024-10-29 05:57:31,2024-11-02 01:20:14,Pending Activation,96.49,1,wPAqvuvh6VXz4j1k8FuLsKg76tI57Oxg
2024-10-19 16:51:25,374,550,12667,12667,12667,12667,2371,1,8d02deb2-2e48-41f9-9a63-74eb52660487,10,2371,9,16205,F9LZLPTODZRYHXN4,EGP96UOT-Y3BE-EWTY-F6AF-KMQG4UY5P4WH,OO83R,"Quae vel aliter pararetur et qua etiam carere possent sine. Vitae spatio amicitiae praesidium esse firmissimum. Est corpora individua propter soliditatem, censet in. Vel maxime necessarius de amicitia, quam, si voluptas summum sit bonum, affirmatis nullam omnino fore.",100.66,100.66,10.07,5.03,8.05,5.03,5.03,0,2024-10-26 18:39:23,67884936,MOX7408pn,Baker Hughes Incorporated,2024-10-26 18:39:23,2024-11-02 20:27:21,2024-11-09 22:15:19,2024-11-17 00:03:17,Suspended,100.66,0,CFKB7zy9kAgz8QX044Oa44Z0cy55ckDj
2024-10-19 19:30:45,374,942,9991,9991,9991,9991,2399,2,830e3695-afa3-4e58-9a93-632f53cf1a44,9,2399,2,6131,S134Y5NYG26YO85V,THWIYRKD-EE9O-495Y-6U3U-RPNVUFESIS4X,TOM2C7D,"Quas molestias excepturi sint, obcaecati. In gravissimo bello animadversionis metu contineret, saluti prospexit civium, qua intellegebat contineri suam. Perciperet corpore voluptatem, aut cum Latinis tertio consulatu conflixisse apud.",90.14,90.14,9.01,4.51,7.21,4.51,4.51,1,2024-10-24 10:06:04,974592348,ZDK4393uh,"HV Bancorp, Inc.",2024-10-24 10:06:04,2024-10-29 00:41:23,2024-11-02 15:16:42,2024-11-07 05:52:01,Recharged,90.14,1,bnw2n5L1aTN2X6FW14Orgz6F5Ue27mJl
2024-10-21 12:56:02,374,127,8639,8639,8639,8639,2856,3,08b8d556-cc57-4142-bf1d-1e501f581017,6,2856,12,109,X50CORIATFM9S3ML,PDTZ72PL-1L69-PHV1-3XFI-3JXOHBEJHN45,6A75,"Vester plane, ut mihi videtur, expediunt. Ut enim medicorum scientiam non. Indoctis, totum hoc displicet philosophari. Quidam autem non.",62.12,62.12,6.22,3.10,4.97,3.10,3.10,1,2024-10-24 15:59:53,351263,ULS3447yf,Cowen Inc.,2024-10-24 15:59:53,2024-10-27 19:03:44,2024-10-30 22:07:35,2024-11-03 01:11:26,Suspended,62.12,1,9G40YtiPLMb75UU3PhL7mWq49L7gFz2H
2024-10-23 09:46:44,374,941,15587,15587,15587,15587,3348,3,721f83ae-2050-4f7c-86d5-3809b1d7f9a7,7,3348,9,1431,4268DBR69SEYBQXN,CVCVCQ96-GLUU-JO6U-H8A8-U0DU5N5NRG2D,NX7ZJP2,"Disputatum. Alii cum eas voluptates, quae ad amicos. Cum voluptate, ut ab ipsis, qui eam disciplinam probant, non soleat accuratius explicari.",68.38,68.38,6.84,3.42,5.47,3.42,3.42,1,2024-10-25 11:15:05,7021191814,MCQ1132fj,"Box, Inc.",2024-10-25 11:15:05,2024-10-27 12:43:26,2024-10-29 14:11:47,2024-10-31 15:40:08,Blocked,68.38,1,rGO13bNvoqN0PV1AEmVyL9C63MWO7JSo
2024-10-26 07:40:17,374,559,18252,18252,18252,18252,4145,2,affa7719-7101-408f-8933-56568b544069,11,4145,4,5196,KYV9MJQR991XUDFS,OSGIBI45-W5K9-EFM0-JN7C-RATX0Z0WQZXE,MQI80QC,"Quos ego posse iudicare arbitrarer, plura. Utinam esset ille Persius, Scipio vero et Rutilius multo etiam magis, quod, cuius. Ut animadvertat quanta sint ea quamque iucunda, neque pendet ex.",109.77,109.77,10.98,5.49,8.78,5.49,5.49,1,2024-10-30 11:11:48,5838561,WGO4264bx,Prudential Public Limited Company,2024-10-30 11:11:48,2024-11-03 14:43:19,2024-11-07 18:14:50,2024-11-11 21:46:21,Blocked,109.77,1,CqwObE2SAQX33K1T5oM45pl6dbw3VUb7
2024-10-28 01:10:32,374,295,17949,17949,17949,17949,4585,3,90dea00f-87f8-405e-835e-6bc797fc0342,12,4585,4,19367,87XLZKG5M203UK5A,XDNPZSTG-LR3W-OEBI-FZ14-49A6EC4DC3RX,WXS2H0K7,"Iustitiam quidem recte quis dixerit. Nomine, sed illas reici, quia dolorem pariant, has optari, quia voluptatem. Iustitia restat. Quos modo nominavi, cum Attico nostro frequenter audivi, cum miraretur ille quidem. Iis quidem non admodum indoctis, totum hoc displicet.",119.40,119.40,11.94,5.97,9.55,5.97,5.97,0,2024-11-03 13:58:54,48691382,JAN9833nx,"Verastem, Inc.",2024-11-03 13:58:54,2024-11-10 02:47:16,2024-11-16 15:35:38,2024-11-23 04:24:00,Suspended,119.40,0,m9Liz4jQ3Q63y94ouw7l9h15O25F7Y3o
2024-10-29 14:07:57,374,470,1609,1609,1609,1609,4978,2,d9131828-87c7-4813-9bac-19e3f1f39075,10,4978,2,7059,BHM71EABN2KAMQ8O,UGFIH5R6-21YN-OG9A-VGTV-Y6Y9L7D6ZT8N,25J,"Successerit, at contra gaudere nosmet omittendis doloribus, etiamsi voluptas ea, quae audiebamus, conferebamus. Inveneris, et quaerendi defatigatio turpis est. Declarant, in quibus sequitur Democritum, non fere labitur. Quamquam utriusque cum multa non probo.",97.92,97.92,9.79,4.90,7.83,4.90,4.90,0,2024-11-04 16:01:15,213136278,DOG2865vw,E.I. du Pont de Nemours and Company,2024-11-04 16:01:15,2024-11-10 17:54:33,2024-11-16 19:47:51,2024-11-22 21:41:09,Active,97.92,0,4k9in55OPC7ehIpDypGnodJfzdf3f83L
2024-10-30 18:36:03,374,528,402,402,402,402,5282,2,5c81bc19-9677-425a-8a49-45ce00f581b5,6,5282,6,15897,9STC59LRWSS2SZ3D,9POG5HOG-YMEF-IQFM-LYCX-BN3MTIXTPYM7,380F0Z8N1A,"Fautrices fidelissimae, sed etiam effectrices sunt. Vitae status perturbatur, et ut succumbere doloribus.",62.89,62.89,6.29,3.14,5.03,3.14,3.14,1,2024-11-03 04:23:28,325542,ZOH2286ok,Vicor Corporation,2024-11-03 04:23:28,2024-11-06 14:10:53,2024-11-09 23:58:18,2024-11-13 09:45:43,Inactive,62.89,1,1K0s6vxbx9i3D2duI6odkQu65oLdu72p
2024-11-01 15:21:14,374,193,7895,7895,7895,7895,5767,3,636077e3-a7bc-40fa-a44e-26bcf84c0466,8,5767,3,2879,CSHSHL54YX4QDRP8,ZW8CEWZ0-71ZY-9LL2-7EC2-E7ZX0AUV8XBU,HRY902CGV,"Errorem et voluptatibus maximis saepe priventur et durissimis animi doloribus torqueantur, sapientia. Tum iracundiae, contentiones concertationesque in disputando pertinaces indignae.",83.02,83.02,8.30,4.15,6.64,4.15,4.15,1,2024-11-05 01:19:12,9204594376,LMI1466ey,Kimco Realty Corporation,2024-11-05 01:19:12,2024-11-08 11:17:10,2024-11-11 21:15:08,2024-11-15 07:13:06,Recharged,83.02,1,s5rgio16AAq6gii54u1tF32i3oQ0s60n
2024-11-03 21:49:55,374,93,14030,14030,14030,14030,6352,2,1ade23d5-47c9-466a-8898-d0c6db57193e,10,6352,2,15170,9E1MY3OJ4G0LNTLV,U82W9OLV-UY79-KYCJ-8UX1-AUDHUKI70OLG,PX47GO3,"Venustate et omni sale idem Lucilius, apud quem praeclare Scaevola: Graecum te, Albuci. Si ea, quae dicta sunt ab iis quos. Plane, ut mihi videtur, expediunt. Ut enim medicorum scientiam non ipsius artis, sed. Res vero bonas verbis electis graviter ornateque dictas quis non legat? Nisi.",97.90,97.90,9.79,4.89,7.83,4.89,4.89,0,2024-11-10 11:13:37,1911695233,MCF9911ud,"Select Bancorp, Inc.",2024-11-10 11:13:37,2024-11-17 00:37:19,2024-11-23 14:01:01,2024-11-30 03:24:43,Cancelled,97.90,0,V9mXBy87E5ix65pHHMB7GU0Hu37PyiZh
2024-11-06 06:17:14,374,884,17836,17836,17836,17836,6959,2,2a9c0474-9bc2-47d4-bacf-0869b6142a00,9,6959,5,4521,UE6WPZBH9V17L5Z8,ZM1P3KYW-W1Z8-FRI3-EN6S-OEM1SW5M4DYU,UW1TW5,"Privatio recte nominata est voluptas. Ut. Sapienter, honeste, iuste, nisi iucunde. Laetitia, si bona. O praeclaram.",86.86,86.86,8.69,4.34,6.95,4.34,4.34,1,2024-11-10 17:58:52,7642179,NIT1760cu,LiNiu Technology Group,2024-11-10 17:58:52,2024-11-15 05:40:30,2024-11-19 17:22:08,2024-11-24 05:03:46,Depleted,86.86,1,pe15D6oMZ079CdiE6nUsjF0gN4dwuExc
2024-11-08 05:03:05,374,962,12024,12024,12024,12024,7456,1,288aee36-c30b-4b77-ae2b-f0dad70f7db5,10,7456,1,14108,QDY6134NYTUPJ82E,7ES5AT3I-7N82-8DMR-9PJO-ER4O4FF7U5CE,AYWXV,"Possimus, molestia liberemus. Ut enim ad. Rem aperiam eaque ipsa, quae ab illo est, tum innumerabiles mundi.",104.26,104.26,10.43,5.21,8.34,5.21,5.21,1,2024-11-11 04:00:59,7210252742,HNH0642nz,Graham Holdings Company,2024-11-11 04:00:59,2024-11-14 02:58:53,2024-11-17 01:56:47,2024-11-20 00:54:41,Cancelled,104.26,1,30W0Ohr9SqeQD09azbO78098v8hNH76v
2024-11-10 05:19:19,374,260,40,40,40,40,7955,3,8fcd6eb5-9e11-4b61-8a4f-1859942a3aa6,8,7955,5,6301,A2ZV9R9DQQEOXD32,MCHLLNOG-Z788-NVH9-OB6H-QJMSIB8N8LDL,XXWNK2,"Ut sine cura metuque vivamus animumque et corpus, quantum. Monet amicitias comparare, quibus partis confirmatur animus et excelsus omni est liber. Satis facere, qui se dicant. Sensibus ponit, quibus si semel aliquid falsi pro vero probatum sit, sublatum esse omne.",75.19,75.19,7.52,3.76,6.01,3.76,3.76,0,2024-11-18 07:19:26,34471437,CBR4683jz,"Codexis, Inc.",2024-11-18 07:19:26,2024-11-26 09:19:33,2024-12-04 11:19:40,2024-12-12 13:19:47,Expired,75.19,0,urz7XeVZ4Y520an1nxLjAw5GyAm3w2Eh
