activity_ref_key,item_idx,category
df2aa7ae-90d5-44bf-a612-b036e5c804ac,5525,Sensory Items
d16fd7ab-3c17-40cd-9a30-0279dd842819,405,Applications
6be1ca6c-ae6c-412f-a225-0d338bdb0c80,17447,Band
16191588-20fe-4683-99f3-a6d51a5fc20e,11070,Music
ea703ebf-5193-4a5e-9478-2035b75a0124,7532,Online Learning
fd50dbd7-a042-413a-96f5-07eedb5d9017,6364,Assemblies
926f6e26-0e1d-4345-80c9-a4aeddfe9e97,6519,Event Rental
7e265e5e-4abe-4780-953e-c87aecce1035,3023,Transportation
2d813291-ef88-44bb-89bf-2a9a90f9b464,4944,School Nurse
423cbfc8-9675-490f-b088-dcd4202bcc5c,14519,Kitchen Staff
e02a2dd6-1c91-4e7c-bf7e-2214baa59e96,13233,College Prep
2ad8392a-ec70-4ed3-a561-596c4ae34492,16977,Theater
0b9e7828-5b02-4084-ad7a-aa4224563fb8,4262,Computer Science
c2b1b144-56eb-4b33-9586-1224da51ec72,3133,Photography
130435e8-79e8-495e-a26e-eba090c6f792,16968,Administrative Supplies
a2d56d1a-e162-4355-a484-58bbc424bac0,11050,Monthly Subscriptions
47acae53-ffa5-4eb0-a009-6d565a876a58,10845,Auto Shop
9cf112cc-594d-481c-a316-045ae880a53d,14295,Student Counseling
041a13b9-d1ae-4550-b95e-ed05ba675d3a,9043,Chromebooks
6233c369-136b-43b3-8b45-79a852192283,7499,Gifts
c19ec314-5323-45bd-983f-c5202791fda6,10536,Music Club
9ce0e006-0cf4-4949-9c80-82aba7288314,16632,Cones
3324956a-1b51-4fbe-bb99-a7bce30c64c0,17661,Economics
5dc23bdd-9d55-4d38-977f-80181b82d5e4,19266,Marketing
5570d1f0-a10a-4506-8fd5-b74402ff2232,18865,Social Work
87eda81a-a156-4bb0-89dd-7acb06039da6,7364,Insurance
818cd8c5-7e7b-4a24-ae97-3a03c8cffaa9,7919,Nutrition
b4bb48b3-bbef-47d1-9cd0-0f00a61129fb,8641,Graphic Design
685ae74d-f942-4e7b-bc55-b5ec8e7a67d1,13718,Microphones
b2c9f7c2-2006-4b4f-966e-d0b79270ab86,1295,CPR Training
dba4d71d-6250-4be6-8b53-0002d5e861c1,15010,Library Furniture
87605939-a2c9-44ad-a460-cfe91d1f1215,13950,Gas
ac7e80a7-ca3d-43d0-a6fd-186a881f3ddb,13154,Team Uniforms
c070a4a9-9ee7-443a-9f1a-d603f595c0ce,14968,School Events
08d0119f-8bc5-45a4-9d78-6c144274aab6,19792,Music Supplies
1feddc51-4a69-4768-8a9e-94110d4a1955,2327,Therapy Tables
f79afe47-ce99-4f85-8a17-8752cf90bc59,16105,Core Subject Tutoring
f12bccd4-8e7f-4956-b304-6af8daa10110,15736,Technology Fees
201b959a-5776-4b4e-b2c3-c5856e350a21,8977,Outdoor Equipment
6187bf5d-3b09-41f8-a201-74af9d84d69d,5207,Substitute Teachers
38225a1e-a685-4626-9ec6-97577f2017ec,15672,Exam Prep
58a11282-9503-4b8a-b4bc-22e4a4d49687,8709,Math Support
c7c45704-92a3-414f-b6c0-364710664900,18991,Per Diem
4da9367c-6688-4aaa-a2f3-de8e41c307b9,13780,Waste Management
a31dacc8-4be7-485a-81c2-0a5785348d03,1490,Bus Passes
80518466-cf08-4ca5-a319-e45afcaaa788,15782,Basic Supplies
9f625cb9-04f5-479c-8286-4d112600096c,19941,Janitorial Supplies
8371fca9-cc98-4a03-8d1e-7654253d8c56,14659,Soap
748e2fb7-4ab4-433c-ab04-2a92a0446cbf,2554,Summer Tutoring
f6542d0b-46be-4ddc-bd4d-00e731248971,2596,Wi-Fi
5caf8f87-1fdb-4b53-b68b-a0ba57ee4e07,3633,Cleaning Services
4a11e15d-4d97-4eeb-ab8a-26842e597818,14760,Testing Services
4eab2546-6bac-4429-a103-3f8e763b97aa,8588,English Tutoring
c6ef81be-9505-4f1b-90df-f61496c0bd75,11321,Theater Supplies
ed44f39e-3b7a-44fc-9eeb-2da6a3acad06,14148,Google Workspace
9c874bce-6294-4a97-a848-5b3b9d52abce,10887,USB Drives
8ba040ce-dc5a-4e18-add7-3fa83dfc309b,14503,Accounting
ca81673a-d324-4951-aad9-fbb36ce0c872,12579,Electricity
2b486ef2-5468-4b60-8f70-0bfac160a6b3,388,Health and Safety
4e03a42d-6afa-4123-8731-ebdb8a7a2194,4049,Website Fees
0cdcb842-f030-495a-8eac-185e33fae758,10947,AP Exams
090f7c27-8f80-403b-ac29-3fc35730b536,13949,Web Design
df2b7116-d94c-4b0f-977a-298ecc58de98,5655,History Tutoring
b1445f90-615e-4ab9-b4ae-8e2297ee06a9,1586,Grants
3eed74dd-40f3-4be2-89be-c5c3109fc062,5091,Ventilation
a01f3bfe-585c-4c8e-9c4c-40363ad26cab,5680,Annual Subscriptions
daa3c660-0511-4095-852e-d2bbaa6b35fc,1217,Special Education Services
f10ffcae-2253-43dd-aff0-43798c0c31a9,7988,Gym Equipment
3acefe30-4ff5-4a74-b9ca-b1b9deb85107,11463,Guitar
4667f21b-0665-4880-b3eb-316fc4274458,1236,Curriculum
fd64d643-439f-4efc-9685-ff240e72f7ff,19510,Markers
7f1b0bfd-7447-4d00-b934-f7a749dd8b96,3266,Office Furniture
773380e2-caea-4dd7-89b4-d20601a4abbb,307,Driver Salaries
33e3fd5f-a9c6-4eb4-af38-6d9fc9c87045,1553,Physics Tutoring
8003c9b3-8f2b-4263-b54c-1d75f654cb7d,9215,Biology
e38285b4-fc92-442f-9ea4-3c98109c6782,18331,SAT Prep
8c3a4510-458c-45e4-af78-027accd1697b,14417,Astronomy
5e1d94a2-33a8-41c4-964c-dc3a7d742200,10705,Spanish
9c19d8c2-d6e0-45b7-af78-28f1efe4a0b1,6781,Algebra
e5aed67e-e34d-4468-813c-ec566d5aa30f,16382,Tissues
d1ab37aa-fcb8-4ecf-88a6-1255941fe62c,8927,Digital Art
bdcd8970-071a-4665-a2f2-fb39eda1d134,18990,Water
08b25689-7793-4be1-b5d9-9a1685c8714e,2802,Costumes
ed06c899-c7cd-4c0c-a6cb-7812e8aa5bb7,4361,Writing Support
f0c0ecfa-d91d-4eda-ab4d-1982dc166015,4229,Travel
29db6548-a77c-4968-9ab6-1cbada5327a5,12904,Paper Towels
96f65d33-42b2-4928-869e-518f29b513cd,8383,Thermometers
e177f1fd-ac53-4993-a00f-4dfa5be83380,9607,Science
0f7dd1ae-18c7-4946-b8c9-004fb9531e98,19255,Facilities
eeb1bc50-8477-4d46-8f50-88283e9780b3,11811,Fire Safety
0c695ae5-f9e6-46e1-8d38-035db69cb681,12684,Music Tutoring
fdec3503-4069-472b-b3c6-2e9c350d8f4e,6720,Behavior Intervention
d5684cec-3e28-42ac-a699-6e3a02ffe916,16494,Math Manipulatives
66cc1f30-bf14-40c2-a54f-d13a2ef1f9d8,13241,Staff Wellness
0d59551c-c53a-463a-bf96-ae171666bcb3,7732,Drama Club
c902576b-43c1-47d5-ae64-e765bf71387c,9554,Projectors
8d4eb983-be06-44da-8908-27fc03fbd7ca,17571,English
b44298d3-2f93-47c5-96fd-22e8a1b0f1ba,3367,Trigonometry
3fb18da0-257d-42d0-a774-d01fe5c85919,2396,Internet Service
f94eb679-4794-42cd-83a3-7e344f7c48f9,10012,Book Club
8c8cef73-f5a3-48cd-9e8a-acb5abbb16e3,10263,Background Checks
74e1dec4-daee-46a3-9412-277f928b6c81,11978,Competitions
2104cd9c-6590-4a39-a652-d03be7219a73,7033,Speech Therapy
d7cb8a13-99e8-44d0-9745-a25b32768e92,14715,Student Desks
1f9e7562-0b93-464f-9e98-0a4c1e839335,2833,Math Tutoring
86d8b6a9-44db-474a-8e51-cb3174a3210d,13088,Meditation
40f0174c-2f0d-46ae-b9fd-8a73a4b99eec,16536,Classroom Supplies
87af44b6-0288-4f51-83ad-19fe4100d7b6,1176,Office Furniture
dd325af8-52b9-4d3c-bb1d-e771516f2186,9638,Physical Therapy
c4180c6e-b365-48a3-902a-f2cdec330ffc,6418,Hand Sanitizer
e7dea67a-186a-4eaa-9b3d-3c29c6136ca8,285,Markers
c3e1ee89-bab5-4493-a694-4ffbf1d7d86b,110,Chemistry
62474718-208f-4002-a0ae-0fb29302b51f,18196,Yoga
7b0880f3-e6af-4cc1-92fa-d1ca48f088b1,15448,Webcams
82bc70de-7ab3-43bb-8178-cb38675e4c91,10127,Social Work
5a5fcf7b-fe3a-436d-8e7c-1ce99019f046,4808,Quarterly Subscriptions
29eff4bc-dece-41be-99ba-c31b3b79a07c,19987,Community Programs
f5681096-3ffa-492d-a11a-e7eeb984aacf,13754,Travel
4792a98d-822a-498a-8ea9-d4cc67bebe78,14239,Furniture
f988c041-ac3f-4e9d-8adf-99b23576d43e,14722,Maintenance Supplies
de8563f8-4654-4194-a550-2dc41d6aa569,1514,Technology Fees
21396cc3-b041-4c5d-b22e-55b4da29c084,3639,Sensory Tools
4011ef7c-05f0-40dc-a0f3-cd4c32452686,19186,Student Clubs
92e01abc-ccb4-4ff2-ba10-7da81c2b9d88,2226,Sheet Music
ff9e3ea2-7b86-4ca2-a4c1-9dfcdb1d943e,16960,Photography
2749a296-09d0-42a0-b263-27c59305ec0d,5906,Tech Peripherals
5be5c1e6-a500-48f3-96a2-8a1fbe774486,17270,European History
7f0e7b54-aed8-4240-8f6f-bdd2c82a97fb,11931,Emergency Supplies
e8f4b679-4df0-48e3-b699-b30e702df109,9336,Mental Health Services
33b578ba-80e6-49a4-b1ee-021e386358ea,12028,Paper Towels
03eec781-ad4e-403e-843d-68f75f858b56,12835,Windows
bc5c305d-12d8-4352-bda3-d691b1a63b90,14172,Meditation
9b1f571a-6dbc-4a29-b286-4ca75e27f164,19096,Breakfast
f05a2b91-228a-45f6-b994-e89f50976908,1989,Donations
99755e9e-4c75-4455-99ab-90e3fe8bdc9f,6261,In-Person Tutoring
c3ff942f-1763-409a-9750-f24e5c5edea9,17431,Trophies
a6cefb0e-cf57-47b7-ae89-92c9a6f4c653,214,Teacher Wellness
41499c88-9005-4f23-9077-f05fd5b1bbee,6691,Network Hardware
a5f453d8-5049-491e-b4c5-76e774e82ee6,7945,USB Drives
ba7dead1-cfd8-4dcf-b6b2-a54bf48dc910,15341,Digital Curriculum
354950bb-4f01-45c0-b7d0-a4dab73ffa6b,13254,Event Rental
e8b8832b-7d74-4c81-9039-60e23d656aa9,6508,Music Club
5de62c04-9431-4799-ac1b-6ee9c7c7cf8d,6876,Standardized Tests
af672161-8bcd-41bf-a6f1-1fc28183ab57,18226,Pest Control
dd87f497-d300-4454-84d3-7b47b84d9bbb,1113,Paper
45ebcb95-40fc-46cb-a5b8-2490d176178a,278,Before-School Care
a118ac69-cfc8-49df-8991-063e3b34d472,13797,College Tuition
f5dc0a6e-b925-4cda-b635-a998c84a2b4b,9150,Keyboarding
e9fe9d1a-ef63-424b-908e-24d2a8e29d9d,17074,Conferences
3b23857e-4af2-4af9-818d-9eee351d7fac,1512,Keyboards
ec92c1b0-5192-44e4-83af-a829ec2cfa61,1920,Workbooks
d9bba8c9-efdc-4728-839d-f467b0cecb4d,15829,Food Carts
32b129df-9d8b-40a0-94f8-94a76227ff0f,11366,ACT Exams
43d729c0-9fcd-495e-8f8d-16f38ae62bfd,11200,Latin
f439eaf6-4a2a-4301-80c7-f9b7661cd8a9,4720,Management
da7c0f35-9f04-4b99-8c7c-9c9ae6450899,15265,Japanese
86269d0e-994a-4791-94e2-a57aa838fba2,2760,Nutrition
f978cf79-24ee-4b59-9be6-0c6ce50ec378,10545,Plumbing
039298a3-b1c0-46c8-bef6-8864fc293ebc,12943,Social-Emotional Learning
17f34957-d65a-4018-869f-9ece01cb3f44,7293,Physical Education
b054ab57-2f34-4e84-b8be-c78bc68ef25c,18136,History
7b18cee6-de19-4831-b407-9ec6772b5f41,17416,Waste Management
26b697fc-05dd-458b-ba03-4a07d2b9fb58,1241,Sign Language
b138ba4b-9130-4527-885b-14a3e5d50d21,9632,Storage Devices
b5394274-a748-4183-bbdb-e9d4ad2a34b7,407,Cleaning Services
9f9c5c4e-e6a8-4a2e-8488-c340b1da9d6a,3012,Philosophy
ad6dcc14-5fef-4c2f-a29f-4a3597a85c66,11767,Per Diem
e4adbaa7-bf2e-4c4c-8d8a-9ab7c29a3fa0,2245,Tech Repair
22f267ae-712f-4089-9f75-aeb14c16a213,7066,Kitchen Equipment
97d266af-5aac-4e60-b325-86fdf9df3542,9271,Reading Intervention
64f7dd6c-5e28-46e0-aae7-9fbf54127041,1282,AP Exams
7bb74f11-c2e7-40eb-8f7c-63f2f83c551e,6693,Software
23308c8a-2cbf-4b57-a0f8-508f5b5fde99,5077,Portable Classrooms
09465178-9dcf-4d03-8499-fb3385a9c5a2,6065,Educational Software
e294a1ba-38d8-4a69-932b-3713958c3f5f,11653,Animation
40be8f6b-f5cf-49f5-97b1-61ac15d58e43,4062,Wi-Fi
81601e30-acad-4b03-9947-89d53496a773,5306,History Support
d436320c-4485-4390-8f9e-9378895537ce,15773,Tech Support
9375eacd-3c5e-4f8f-88eb-a59bd75ca23f,6966,Postage
ac5019c1-4c54-4138-8dc7-bd2645e9390a,3912,Tablets
98670aea-a89a-4ad2-8a83-785bcaa899c8,10936,Online Tutoring
87783d49-51d0-40ec-a478-8e720879c87e,19238,Health and Safety
99a14e3a-9d8a-413b-b4a2-9403a07fad88,11296,Manipulatives
36258630-e84c-44df-9472-8b8379bc43a9,12921,Security Cameras
7daf8929-f8e5-42c4-9347-4cd9b5a9580a,2036,Debate
779f4c7a-5e4e-4579-ba72-c3456c9d1207,18804,Stipends
44e742d9-9542-48a0-ac47-a66bbf8ec54a,7766,Electrical
fcf85221-3c52-422a-b25d-0bda60703f5b,2740,Accessibility Support
ea1216b3-c7cd-4531-96ae-380af5892f83,287,Professional Development
713d23a2-bf28-4034-a2f6-f1b4d7a285c0,7561,Daycare
fb1d7e8c-16be-4a5a-ba5d-f331cd99ac9b,6753,Microsoft Office
e7514c80-ff30-4e81-bc8f-22a94f8b5fc1,10717,Meals
24d18e1d-d020-4157-b155-e98a60c5e26c,8188,Physical Barriers
84a0ae21-4ef4-4020-91e9-fe5407f97e65,2468,Apps
287d4e6f-5804-4fc4-b25e-4d82e60023f2,15310,Writing Tutoring
c46a79a1-2575-49fc-9b26-a74b6817fd16,7473,Workshops
898dfa05-2ee1-4665-889b-8da89e95dab2,3382,Private School Tuition
e60d2292-4eda-43bd-8007-f39e1138b3eb,14944,French
61905f29-0554-4f3e-8d61-c0d9124b2ee2,5186,IEP Support
da77e60a-a674-432a-acd3-bc2a8721b3a3,16420,Testing Fees
43bbff64-2340-4b51-aae6-48fb9c255ded,8553,Water Fountains
6305dfae-2bac-4724-80a7-4d3d42bc327b,16972,Seminars
9816811e-e3ca-4a37-9853-df4bc864ee0b,3922,Routers
3608eb7c-8c83-45b5-a63b-f85868653b5e,13138,Sensory Items
b40143ed-14f3-493a-b854-9eb2dd34a195,15317,Drama Club
aa0884b0-fa76-421a-862e-394cab0ba722,10216,Instruments
680dab5a-a303-4c1d-9e99-4466c25c099b,16279,Writing Support
d818baa4-fbbf-4640-b2d5-37ae73a9699c,4260,Lab Supplies
8a6241fe-6c90-48a9-b76b-42774518c295,1530,Fees
bbac436a-549a-4df4-89d4-9ae790d17e49,6548,Balls
6854a85b-30ab-4ed2-a928-f859b94b5aff,16277,Lab Equipment
2601b638-48d1-43b9-b00c-907484143da0,13944,Tables
bf618bcc-5a13-4225-a0f0-4ab9e48a6466,6535,Life Skills Training
9a8ce530-76fa-476a-8cbe-67db08c913a4,1856,Math Intervention
f49c2c74-8d9f-4508-a52f-f1f0eb40eb82,6053,Desktops
5e654415-619d-4929-b4e2-524dabeb2c98,7015,Background Checks
50c99496-7a19-44cb-b2ba-9982cb3865b6,10417,Fire Safety
abe59375-a04b-4757-868e-78da65328471,2739,Outdoor Equipment
de6e2b61-a8b0-4aea-811f-1ef385bc2632,707,Reading Tutoring
3850f137-e990-4df5-b7f1-ad6ad5ff3e98,13905,Painting
e6547fd6-43d6-4463-88ea-c05e7dc42e5c,9987,Electrical
8645e69e-8b18-4114-9008-2ee606182709,17728,Science Kits
aa660532-a429-49ed-b3d0-88c3b2aa4941,3921,Student Desks
1ab8db93-5223-4f3b-be68-a8c3ec206124,11827,Internet Service
a2d4fe7b-b15e-4a8c-8208-59c10eb51102,11657,Fundraising
bebe78c3-8b36-4279-b39e-f30b2069e365,17742,Reading Support
6eb6e226-2027-42fe-8a02-7bf798376c93,10356,Music
f1a215b6-c2b2-4d02-90f6-91c948819d44,2542,Summer Tutoring
146e8909-51dc-44a7-bc48-774902053863,14545,Smartboards
e68b1a8d-17c4-4da0-91b4-885b79219177,14286,Venue Rental
d8186263-0a19-4c61-aeb8-22b4d2b1cb07,9899,US History
62395887-6854-450a-9e43-7b6d4cbd090d,15484,Fire Extinguishers
67c8137f-074d-4460-997b-f1239369f57f,3853,Monthly Subscriptions
1ba69660-b678-4232-be9b-2eac23617564,11278,Leadership
21207aaa-16a5-4184-a618-d2f10b6d10ad,16378,Lodging
84949b5b-734e-4700-83cb-fe3d18a77745,2104,Cones
dbf6e0b3-511d-41f0-9d49-852ede5325b4,2296,Art Club
4e5bcfb1-7191-40cc-9f5b-81efa85651c5,15973,Numeracy Support
9bc40b4f-b530-4f88-b8e8-4680a93b7c1f,14718,Childcare
97fbe314-0fff-4b4a-b72c-a91118ac2220,16648,Coding Club
da7bdfca-4bf6-49b5-8572-98b653c5f787,16350,Advertising
2cb455ca-d892-477e-9b2e-72c9013c1339,9296,Family Nights
71775348-d506-455d-bc2f-56774bc97a44,13972,Teacher Desks
7d40a30e-336c-446f-8323-a2b2b7a7969c,8590,Online Subscriptions
c7f94c30-c91b-4aab-8c39-026b24737c53,15416,Library Furniture
91fa05b6-0f9f-4a93-af94-6248c11a651d,19731,Study Skills
090f104f-4c4e-4d9a-b7f4-75ebfa379074,1841,Accounting
714e1d22-a34a-43f8-abda-00d26d231020,15446,HVAC
d23780e5-909a-4d26-84ea-f8fb95f0a94e,12790,Application Fees
23e6ae05-4784-449c-8788-bd4d36872630,3307,3D Printers
ace89ae8-49d0-4389-80db-ad64754570f9,9798,School Events
1cd46e5d-9cb9-4a21-b5a0-d4f1cb53fb77,7252,Crayons
f9a63f1b-31cc-4cfe-85c2-3218fd02ffb3,18248,Vehicle Maintenance
f9fcf493-6adf-4db6-a788-6d120b10c8e6,12276,After-School Tutoring
8d9c2e3e-5813-4975-9229-a89023af9a1e,19164,Elective Tutoring
f941da02-b6b2-481a-a7e0-c6807ca09166,10055,Orchestra
4348c7d5-9948-4acd-ae36-7516c3e24cc4,5537,Airfare
6e32de67-4f53-4d6d-99ae-dbfc880f8b92,6484,Chemistry Tutoring
381e2a0b-fbfb-412e-bad1-272b9ee28378,182,Mandarin
ea3c87a6-d93f-4dde-b70a-07e7742d0f08,10316,Ed Tech
8f2f8fce-bbf8-4088-ba2c-623834be9e8d,10855,Utilities
c0a6b037-ad17-480c-8086-9bd37f2f6a30,12740,Clinic Supplies
a591ccf6-3d85-42f9-9aa9-3093eeac6286,5382,Grammar Tutoring
4eacd18d-5d4b-420b-ab69-b98e4c4823c2,10970,Substitute Teachers
283a3510-ab50-4c4a-88fa-95ba8db51e54,10223,Monitors
943858b2-9d68-4819-ae90-cbe1af509b19,7582,Private Tutoring
d02030b0-8791-484f-8e96-d13d32cb7fdf,10062,Web Design
9d2e1872-3337-4644-9d55-4f9092c694b7,17102,Space Rental
e7028a94-7298-41bd-b1e9-63075259e2af,8205,Weighted Blankets
2c54ae9b-7ce0-4b20-bf5d-690ba2e48abd,2375,Gifts
b594e6b0-b6af-42be-b240-46504ea90e1c,19770,Business
f7571801-e906-421c-aa7f-47e4d4369108,9005,Student Supplies
9ee1886a-a429-4954-ac01-47eeaa2b066d,220,Internships
5b4513f7-d372-43ea-88f1-36a58c6a23a5,13449,Teacher Supplies
0f5eaf80-36f8-4c5c-be4a-45b1f9a9b469,3816,Algebra
8a8591a7-cad4-44d0-a381-f4153fee4d1b,13964,Smoke Detectors
c9846bba-01b6-476f-a007-f48172846d83,12226,Summer Camp
23f91164-ff98-4b3b-b8da-00dbc9b51c8f,3578,Cables
fe0908c4-3945-46a7-a16d-f0274beac04f,12008,Mindfulness
4d8f93eb-3f61-454e-ab06-a4bcfbc6d1b8,4349,First Aid Training
ca0ced62-af3a-459e-88ea-29d9a7b64a90,1164,Library Science
b001a03e-f5b4-41c8-b753-0dbe27f88fc4,19182,Mice
b46eb619-c9b9-4ce1-a857-af99390819a9,15660,CPR Training
ed302a19-332c-4c0e-91e6-ac3147de535d,11402,Annual Subscriptions
9efe5dfc-9d74-4834-8d93-937022e23abe,15034,Media Literacy
e6c68d15-622d-4e6e-92e5-f2bb3f8f4a7b,10024,Drawing
5940251e-d8bf-4c16-8f2f-62d2f93682d6,11042,Apprenticeships
ef9272bf-a4b3-4899-a58c-70df77ab3afb,12981,School Readiness
1dce3ee4-bc7e-4cf8-b0db-b935d8dbb4c3,9395,Gym Equipment
952d9efd-4b09-4a5b-9407-71a66dc9be40,1213,Robotics Kits
465d04b7-7f70-4652-b938-6c5672c41b4a,12376,Pens
ed23efd7-4638-4e02-b887-16bbb6d4a5c9,13772,Language Tutoring
5288cb8b-9e56-42e5-9a9a-6f58b75a16a6,4699,Public Health
af841a1d-ddf6-4a61-a280-7d713a170bb5,14516,Air Filters
7e39f8fb-e057-47c7-ab8a-b69d808d9db0,1199,Exam Prep
0abc32bd-ada3-486a-8c8f-fb99b157cfa0,16836,Marketing
01701ba0-c82e-4a82-8aa4-fcbaa101be96,2631,Consultants
c525aae5-ba6e-4e0c-89ce-eac53d2457ea,12204,Online School Fees
5917e169-6a04-4ebd-a0ae-04849299c6ef,13076,Vehicle Purchase
3904252c-32b6-47ca-94c8-d2099eda2b1c,1917,Team Building
1fa50b19-76b1-4323-b392-337a95a882e7,12255,Instructional Materials
550c9bed-cd88-4ee5-aec5-af11d09c45a8,6949,Video Production
de64e065-cb34-4598-a6a3-b7b5b6d3a737,19503,Student Government
8bafb29b-9583-4f81-9597-18b0c284512f,6733,Spanish Tutoring
bb560765-3a70-4089-b74d-d4168861519c,10041,Meeting Supplies
0e483177-35f3-45a6-9283-375e63e432f0,15584,Astronomy
b2a06a0e-b944-4e10-88a6-5b0b4d21c61a,5359,Audiobooks
94b85da9-2620-4be4-aaf7-4bc56a821e2c,11983,Health Services
79bbda50-65eb-4a9b-a0b6-4776ca0a8856,12279,Calculus Tutoring
994a4f62-5fba-45b9-ae2c-1be11a25c5a0,19798,Servers
d1bf3536-cdd5-49d3-876c-2aed11b55050,462,ACT Prep
7b72297c-2109-41ea-bcef-50afb74b9e34,17656,Carpeting
7a253fe3-0316-48c8-b268-11a8a2dbe16a,3626,Assessments
ac4beefd-5c69-420a-929c-c4c80da0b161,18770,Musical Instruments
53a80e8e-da4e-4cd4-80b0-364e68c9c177,16810,Transcripts
26f152e0-9c9e-4969-98f0-0d2c128ca368,12418,E-books
37646006-aaf5-489f-8bbd-02fcd5bd6d03,1877,ASL Interpretation
c8893ffc-4369-4257-949e-8b2393d61d37,12903,Productivity Software
1fd86891-e0e5-4643-bcd9-e12cce211749,3638,Economics
b14220e1-7e8e-4774-90b5-996523fb2301,7028,Outreach
dc7d0f3a-310a-4afe-95be-b6a2e0246197,7153,Lab Fees
2760b922-4465-4647-a960-cd2b585dec65,16738,Drama Supplies
1d80ec30-21ad-4a79-b070-59234559b09d,14290,Online Learning
43e545f4-b060-43c4-aa49-67a8a5e06ee6,18845,Chairs
fd95fe00-da4a-48b0-b941-b9a6553a1b46,6943,Psychology
e352561f-5067-43ee-b1bc-91b95a153607,5674,Snacks
fcc4a745-d514-4b7d-85fc-3ecdc181d289,5287,Desks
e914865b-075f-4148-8b8e-b46ca06ebd66,4050,Construction Paper
1809b2b1-354f-40cf-b9d8-25bdea201019,5157,Math Manipulatives
cafc7674-eb36-4b67-87e3-2cba4c701abb,1887,Physics Tutoring
663c6c7c-14a7-41e1-a521-ec7b4eda4344,9345,Assemblies
c56a4571-b5df-47fc-82a2-b9c886a87c7c,18649,Salaries
8a5663d6-aaa5-46da-9f46-93146df468e9,17926,College Prep
a2a61196-0406-45a5-b089-ddcd08b49240,15622,Teacher Training
fa1f1031-0de7-44df-9525-e5a7b05f99bb,13982,Google Workspace
65bdcf37-7249-4467-8bbc-00a39986a81e,2617,Field Trips
5f7a532a-62d7-4dad-b55e-04c31c663550,13731,Soap
a7ccc6a2-386c-4b6c-846e-9b66454bd39e,954,Bottled Water
d848da1a-e831-433f-8459-60d9b3a7356e,2656,Plumbing
c5f066f2-5842-4db2-8bdd-4f11f99314f8,12589,Chromebooks
b1031fcc-8743-43d0-8e6c-5104cedf0c99,11318,Marketing
03826de1-569a-462e-ab3f-ae01573ded85,10422,Cameras
c43f4694-5c6d-48f4-9d0c-af6f566767ea,19169,Enrichment
2e80531e-3f93-43d9-ba17-e8b961b9e82e,1275,Behavioral Therapy
c042954e-a218-4802-b689-f439cad62c91,227,Engineering
8ebb35f7-55a3-4f40-ac82-63568ed245e6,18489,Summer School
01f3d0c9-4c49-47a2-931a-89bd031cb329,1180,Educational Aides
1e15e29c-2aa2-4732-8f9e-f5cfbf37fd58,8360,Busing
f589eaa5-7ad1-443d-a4d0-8929c52a3c5b,13634,Registration Fees
f0240a02-a42f-42fa-84f9-9da17793e642,10847,Gowns
3c318d7d-8233-4397-8491-2192fa108754,13021,Car Rental
3e8313d2-4407-4539-a23f-f2fd4878b177,5745,Sewing
b97d7d9e-ebbc-4662-a251-0862457fb6a9,10758,Cleaning Supplies
613da813-cc02-4aff-b522-f8d59688c19e,14365,Environmental Science
45e0a439-15d9-4e33-9b3c-e683886470a8,5983,Athletics
a21e2faf-ebb6-4c5e-aa52-5d991e9c1fcf,19473,Air Purifiers
21ee9fb0-9060-45d3-9745-fc6e2970cb47,14491,Home Economics
2b7fcd0f-52e6-4203-8434-ca1947912094,4282,Cloud Storage
fdc7e852-f521-4367-91b2-6eff5d1a0c18,13586,Notebooks
3bd11fbd-b303-4174-aba1-7a915ca782ff,17442,Adapters
433b3940-39ce-48e1-be6c-b16bcc71e80e,13856,Lunch
c0884efd-9a84-4bb9-8ef7-ee226b9bf08a,7769,Homework Help
e414be27-73f6-45fc-a1b9-eb65f04072ec,9194,504 Support
bd3ff20b-e06f-47a8-8ad0-45eb97640f98,1318,Indoor Furniture
e6743a45-5abc-4f7b-aeb7-2b467c736d48,14750,Math
bac492bf-3751-4167-bbf6-5d21fac6858a,2324,Sneeze Guards
c8972b28-a197-4c6e-96de-0b3093f5c737,15269,Sound Equipment
74727258-b644-4577-b4cf-014cd335f09b,5291,English
0867cbe3-e877-49d7-a9a5-65753bc39ba0,7233,Construction
a7703b98-3d49-47cd-a832-ef1819391301,6199,Digital Art
cb4f61b8-05a6-48f4-9dcf-fa7e89c2fdce,8243,Corkboards
bac8146e-aea3-4846-8788-e092b918b393,13727,Disinfectants
4c10811d-8853-4ab2-b8cf-cafa9fb8a65e,6586,French Tutoring
93ca98dd-633b-49bb-a01a-c344b0b8b8a0,10491,Drums
ec67017f-0400-420d-98ed-dc5f79947b37,8043,Science
94ee508a-3fdd-4b99-94f4-0d909f63cde6,10830,Violin
bc369d50-b4c7-4253-b156-57a36d611663,3026,SEL
d62999a3-5944-4a35-9c01-85f01fadb4b1,14496,Research Skills
f1a51bb7-f91f-405f-8ae8-310706feff1f,15275,Staff Training
7c82dcab-553f-47a5-a5c4-e419ded237ca,9285,Science Club
de98ea50-4cd8-43c5-a14f-111a38bc7245,15435,Building Rental
b011fadf-e1c6-456c-82a6-67e8c70317e1,18209,Storage Cabinets
2042daf1-f2fb-4636-9e8d-3bd7ee795561,7224,Adaptive Equipment
