activity_ts,organization_id,user_id_to,activity_type_id,activity_sub_type_id,activity_status_id,amount,total_amount,shipping,fees,tax,discount,vendor_cogs_discount,original_amount,Outcome Amount,Income Amount,Order Count
2025-05-26 01:49:47,110,11036,2,11036,9,47.23,94.44,4.73,2.36,3.77,7.08,9.44,56.67,47.23,47.23,1
2024-11-07 09:36:47,133,11037,3,11037,8,10.89,21.76,1.10,0.54,0.86,1.63,2.17,13.06,10.89,10.89,0
2025-07-13 12:20:33,438,11038,3,11038,4,68.39,136.76,6.84,3.42,5.47,10.26,13.67,82.06,68.39,68.39,1
2025-05-07 14:28:37,446,11039,1,11039,3,63.59,127.17,6.36,3.18,5.08,9.54,12.71,76.31,63.59,63.59,1
2025-05-18 07:30:44,425,11040,2,11040,6,128.15,256.32,12.81,6.41,10.26,19.22,25.63,153.79,128.15,128.15,3
2025-05-23 09:36:49,6,11041,3,11041,3,122.46,244.92,12.24,6.13,9.80,18.37,24.49,146.95,122.46,122.46,2
2025-03-03 01:36:30,16,11042,1,11042,12,121.12,242.25,12.11,6.06,9.69,18.17,24.23,145.35,121.12,121.12,2
2025-07-05 01:18:39,172,11043,2,11043,2,75.31,150.61,7.53,3.76,6.02,11.30,15.06,90.37,75.31,75.31,2
2024-11-27 02:20:21,174,11044,2,11044,9,99.25,198.51,9.93,4.96,7.94,14.89,19.85,119.10,99.25,99.25,2
2025-04-16 02:27:06,120,11045,3,11045,5,84.94,169.87,8.50,4.25,6.79,12.74,16.99,101.92,84.94,84.94,2
2025-05-24 00:32:25,274,11046,1,11046,6,138.21,276.43,13.82,6.91,11.06,20.73,27.65,165.85,138.21,138.21,3
2025-07-23 09:03:24,31,11047,1,11047,1,56.38,112.75,5.64,2.81,4.51,8.46,11.27,67.65,56.38,56.38,1
2025-07-02 13:59:46,305,11048,2,11048,10,68.74,137.47,6.88,3.43,5.50,10.31,13.74,82.49,68.74,68.74,1
2024-11-17 13:29:36,430,11049,3,11049,8,99.93,199.85,9.99,5.00,7.99,14.99,19.99,119.91,99.93,99.93,2
2025-04-15 02:20:12,47,11050,3,11050,4,109.90,219.80,10.99,5.50,8.79,16.48,21.98,131.88,109.90,109.90,2
2025-09-23 10:16:44,381,11051,1,11051,7,93.71,187.42,9.37,4.68,7.50,14.06,18.74,112.45,93.71,93.71,2
2025-04-20 14:27:56,311,11052,2,11052,11,84.31,168.62,8.43,4.21,6.74,12.65,16.86,101.17,84.31,84.31,2
2025-06-21 02:05:42,241,11053,3,11053,11,87.87,175.74,8.79,4.39,7.03,13.18,17.57,105.44,87.87,87.87,2
2025-04-27 08:07:05,160,11054,1,11054,1,118.75,237.50,11.87,5.94,9.50,17.81,23.75,142.50,118.75,118.75,2
2025-10-09 17:23:21,39,11055,2,11055,2,85.77,171.54,8.58,4.29,6.86,12.87,17.15,102.93,85.77,85.77,2
2024-12-28 06:07:30,181,11056,1,11056,5,105.18,210.37,10.52,5.26,8.42,15.78,21.04,126.22,105.18,105.18,2
2025-02-21 04:38:05,384,11057,2,11057,7,158.99,318.00,15.89,7.96,12.73,23.85,31.81,190.80,158.99,158.99,3
2025-09-02 14:43:14,187,11058,3,11058,12,83.23,166.45,8.32,4.16,6.66,12.48,16.64,99.87,83.23,83.23,2
2025-06-25 02:30:10,421,11059,2,11059,9,88.04,176.07,8.80,4.40,7.04,13.21,17.61,105.64,88.04,88.04,2
2025-01-01 07:40:23,330,11060,3,11060,8,70.40,140.79,7.04,3.52,5.63,10.56,14.08,84.47,70.40,70.40,1
2025-04-13 18:00:06,342,11061,1,11061,4,181.20,362.42,18.11,9.07,14.50,27.18,36.25,217.45,181.20,181.20,4
2025-10-22 10:24:28,106,11062,1,11062,3,74.77,149.54,7.48,3.74,5.98,11.22,14.95,89.73,74.77,74.77,1
2024-11-02 20:31:41,276,11063,2,11063,6,99.19,198.37,9.92,4.96,7.93,14.88,19.84,119.02,99.19,99.19,2
2025-01-23 21:43:14,63,11064,3,11064,10,48.56,97.10,4.86,2.42,3.88,7.28,9.71,58.26,48.56,48.56,1
2025-07-11 05:29:50,156,11065,3,11065,7,112.02,224.04,11.20,5.60,8.96,16.80,22.40,134.42,112.02,112.02,2
2025-09-21 07:18:48,293,11066,1,11066,1,82.72,165.43,8.27,4.13,6.62,12.41,16.54,99.26,82.72,82.72,2
2025-05-12 04:05:53,318,11067,2,11067,12,114.29,228.59,11.43,5.72,9.15,17.14,22.86,137.15,114.29,114.29,2
2025-02-21 21:42:53,202,11068,2,11068,9,106.05,212.09,10.60,5.30,8.48,15.91,21.21,127.26,106.05,106.05,2
2025-03-07 23:14:48,51,11069,3,11069,4,79.34,158.67,7.94,3.96,6.34,11.90,15.86,95.20,79.34,79.34,2
2024-11-28 16:43:06,350,11070,1,11070,11,83.25,166.50,8.33,4.16,6.66,12.49,16.65,99.90,83.25,83.25,2
2025-07-06 08:46:12,326,11071,3,11071,2,85.54,171.07,8.55,4.28,6.84,12.83,17.11,102.64,85.54,85.54,2
2024-12-29 00:46:51,96,11072,1,11072,3,100.43,200.86,10.04,5.02,8.03,15.06,20.09,120.51,100.43,100.43,2
2025-01-24 15:37:37,67,11073,2,11073,10,113.42,226.84,11.34,5.67,9.07,17.01,22.69,136.10,113.42,113.42,2
2025-10-29 23:53:31,168,11074,3,11074,8,144.57,289.16,14.45,7.23,11.57,21.69,28.92,173.49,144.57,144.57,3
2024-12-26 04:44:01,239,11075,1,11075,5,91.85,183.69,9.19,4.59,7.35,13.78,18.37,110.21,91.85,91.85,2
2025-01-26 14:46:59,135,11076,2,11076,6,139.32,278.66,13.93,6.97,11.15,20.90,27.87,167.19,139.32,139.32,3
2025-09-16 12:16:28,82,11077,1,11077,4,105.80,211.60,10.58,5.29,8.46,15.87,21.16,126.96,105.80,105.80,2
2025-02-18 05:28:58,34,11078,2,11078,6,90.97,181.94,9.10,4.55,7.28,13.65,18.19,109.17,90.97,90.97,2
2025-04-12 13:34:54,331,11079,3,11079,11,68.97,137.92,6.90,3.45,5.51,10.34,13.79,82.76,68.97,68.97,1
2025-09-02 20:17:33,313,11080,1,11080,9,74.03,148.06,7.41,3.70,5.92,11.10,14.80,88.84,74.03,74.03,1
2025-03-04 00:25:03,280,11081,2,11081,12,49.78,99.54,4.98,2.48,3.98,7.47,9.95,59.72,49.78,49.78,1
2025-08-16 01:49:22,152,11082,3,11082,1,81.57,163.13,8.16,4.08,6.52,12.24,16.31,97.88,81.57,81.57,2
2025-07-15 05:14:49,246,11083,3,11083,10,30.79,61.56,3.09,1.53,2.46,4.62,6.15,36.94,30.79,30.79,1
2025-01-03 19:43:01,228,11084,1,11084,7,83.74,167.48,8.38,4.19,6.70,12.56,16.75,100.49,83.74,83.74,2
2025-04-01 12:38:38,35,11085,2,11085,8,111.87,223.75,11.19,5.59,8.95,16.78,22.38,134.25,111.87,111.87,2
2025-08-28 05:01:57,317,11086,1,11086,3,92.11,184.22,9.21,4.60,7.37,13.82,18.42,110.53,92.11,92.11,2
2025-06-12 23:13:03,207,11087,2,11087,2,107.95,215.91,10.79,5.40,8.64,16.19,21.59,129.55,107.95,107.95,2
2025-02-04 15:50:19,441,11088,3,11088,5,65.75,131.49,6.58,3.28,5.26,9.86,13.15,78.89,65.75,65.75,1
2025-04-13 04:54:11,277,11089,2,11089,4,124.74,249.48,12.47,6.24,9.98,18.71,24.95,149.69,124.74,124.74,2
2025-05-11 14:45:32,373,11090,3,11090,11,113.96,227.93,11.39,5.70,9.12,17.09,22.79,136.75,113.96,113.96,2
2025-04-11 19:59:57,130,11091,1,11091,2,120.47,240.95,12.05,6.03,9.64,18.07,24.10,144.57,120.47,120.47,2
2025-10-07 11:50:32,471,11092,3,11092,3,98.75,197.50,9.88,4.94,7.90,14.81,19.75,118.50,98.75,98.75,2
2025-10-22 12:16:20,29,11093,1,11093,10,111.41,222.82,11.14,5.57,8.91,16.71,22.28,133.69,111.41,111.41,2
2025-04-10 23:06:16,418,11094,2,11094,8,81.11,162.22,8.11,4.05,6.49,12.17,16.22,97.33,81.11,81.11,2
2025-07-31 18:10:44,253,11095,1,11095,5,96.91,193.81,9.69,4.85,7.75,14.54,19.38,116.29,96.91,96.91,2
2025-05-03 23:41:03,410,11096,2,11096,6,125.24,250.49,12.52,6.26,10.02,18.79,25.05,150.29,125.24,125.24,3
2025-01-20 02:15:24,48,11097,3,11097,7,100.38,200.76,10.04,5.02,8.03,15.06,20.08,120.46,100.38,100.38,2
2025-01-06 19:42:02,473,11098,2,11098,1,64.05,128.09,6.41,3.20,5.12,9.61,12.81,76.86,64.05,64.05,1
2025-06-20 00:38:47,363,11099,3,11099,12,89.15,178.29,8.92,4.46,7.13,13.37,17.83,106.98,89.15,89.15,2
2025-10-29 17:42:52,215,11100,1,11100,9,61.27,122.53,6.13,3.06,4.90,9.19,12.25,73.52,61.27,61.27,1
2024-11-20 07:28:18,221,11101,3,11101,5,100.80,201.60,10.08,5.04,8.06,15.12,20.16,120.96,100.80,100.80,2
2025-09-29 13:23:53,104,11102,1,11102,4,101.93,203.85,10.19,5.10,8.15,15.29,20.39,122.31,101.93,101.93,2
2024-12-09 12:25:36,391,11103,2,11103,12,90.91,181.82,9.09,4.54,7.27,13.64,18.18,109.09,90.91,90.91,2
2025-01-07 07:30:33,52,11104,2,11104,11,103.40,206.79,10.34,5.17,8.27,15.51,20.68,124.07,103.40,103.40,2
2025-08-31 15:47:37,44,11105,3,11105,6,67.32,134.63,6.73,3.36,5.38,10.10,13.46,80.78,67.32,67.32,1
2024-11-04 02:02:16,69,11106,1,11106,9,124.19,248.39,12.42,6.21,9.94,18.63,24.84,149.04,124.19,124.19,2
2025-03-31 23:07:46,197,11107,2,11107,3,86.35,172.69,8.64,4.32,6.91,12.95,17.27,103.61,86.35,86.35,2
2025-01-15 12:44:16,138,11108,3,11108,10,101.01,202.03,10.10,5.05,8.08,15.15,20.20,121.22,101.01,101.01,2
2025-06-30 20:19:53,126,11109,1,11109,1,66.41,132.81,6.64,3.32,5.31,9.96,13.28,79.69,66.41,66.41,1
2025-07-06 18:06:47,76,11110,1,11110,7,102.88,205.75,10.29,5.14,8.23,15.43,20.58,123.45,102.88,102.88,2
2025-05-28 11:18:28,406,11111,2,11111,2,67.89,135.77,6.79,3.39,5.43,10.18,13.57,81.47,67.89,67.89,1
2025-01-23 03:24:52,121,11112,3,11112,8,134.67,269.35,13.46,6.74,10.78,20.20,26.94,161.61,134.67,134.67,3
2025-02-20 15:48:11,315,11113,2,11113,3,137.89,275.78,13.79,6.90,11.04,20.68,27.58,165.47,137.89,137.89,3
2025-04-13 03:19:45,408,11114,3,11114,2,80.17,160.34,8.02,4.01,6.41,12.03,16.03,96.21,80.17,80.17,2
2025-03-22 18:19:50,125,11115,1,11115,6,91.48,182.97,9.15,4.57,7.32,13.72,18.30,109.78,91.48,91.48,2
2025-07-07 19:46:13,365,11116,3,11116,1,116.83,233.66,11.68,5.84,9.35,17.52,23.37,140.20,116.83,116.83,2
2024-12-22 00:01:52,87,11117,1,11117,12,91.41,182.81,9.14,4.57,7.31,13.71,18.28,109.69,91.41,91.41,2
2025-10-10 11:46:32,142,11118,2,11118,11,122.81,245.63,12.28,6.14,9.83,18.42,24.57,147.38,122.81,122.81,2
2025-06-15 09:02:10,399,11119,1,11119,8,41.02,82.03,4.11,2.04,3.28,6.15,8.20,49.22,41.02,41.02,1
2025-01-10 16:58:31,257,11120,2,11120,5,123.02,246.04,12.30,6.15,9.84,18.45,24.61,147.62,123.02,123.02,2
2025-08-15 00:12:32,85,11121,3,11121,4,132.55,265.11,13.25,6.63,10.61,19.88,26.51,159.06,132.55,132.55,3
2025-08-03 05:04:30,248,11122,2,11122,7,93.28,186.56,9.33,4.66,7.46,13.99,18.66,111.94,93.28,93.28,2
2025-07-31 17:41:50,15,11123,3,11123,10,99.52,199.05,9.95,4.98,7.96,14.93,19.90,119.43,99.52,99.52,2
2025-09-20 04:41:01,116,11124,1,11124,9,118.21,236.43,11.82,5.91,9.46,17.73,23.64,141.85,118.21,118.21,2
2025-08-23 03:55:51,347,11125,1,11125,5,59.01,118.02,5.91,2.95,4.72,8.85,11.80,70.81,59.01,59.01,1
2025-06-10 02:41:49,49,11126,2,11126,4,74.22,148.42,7.42,3.71,5.93,11.13,14.84,89.06,74.22,74.22,1
2025-06-21 15:59:12,24,11127,3,11127,12,136.40,272.81,13.64,6.82,10.92,20.46,27.28,163.69,136.40,136.40,3
2025-07-02 10:56:53,140,11128,3,11128,11,99.95,199.90,9.99,5.00,8.00,14.99,19.99,119.94,99.95,99.95,2
2024-11-07 06:45:41,289,11129,1,11129,6,99.92,199.83,9.99,5.00,7.99,14.99,19.98,119.90,99.92,99.92,2
2025-05-21 20:18:15,387,11130,2,11130,9,148.25,296.51,14.82,7.42,11.87,22.24,29.66,177.91,148.25,148.25,3
2025-03-14 06:52:27,374,11131,1,11131,3,101.04,202.08,10.10,5.05,8.08,15.16,20.21,121.25,101.04,101.04,2
2025-02-07 07:16:50,214,11132,2,11132,10,128.29,256.59,12.83,6.42,10.27,19.24,25.66,153.95,128.29,128.29,3
2025-03-10 17:44:26,56,11133,3,11133,1,125.74,251.48,12.57,6.29,10.06,18.86,25.15,150.89,125.74,125.74,3
2025-02-16 10:22:42,73,11134,3,11134,7,163.62,327.26,16.36,8.19,13.10,24.54,32.73,196.35,163.62,163.62,3
2025-01-29 17:40:11,301,11135,1,11135,2,122.36,244.72,12.23,6.12,9.79,18.35,24.47,146.83,122.36,122.36,2
2025-02-18 19:15:29,321,11136,2,11136,8,119.90,239.81,11.99,6.00,9.59,17.99,23.98,143.89,119.90,119.90,2
2025-10-15 17:27:18,217,11137,1,11137,7,172.64,345.30,17.26,8.64,13.82,25.90,34.54,207.18,172.64,172.64,3
2025-02-24 23:34:09,97,11138,2,11138,1,86.12,172.24,8.61,4.30,6.89,12.92,17.22,103.35,86.12,86.12,2
2025-02-05 04:47:05,93,11139,3,11139,4,109.85,219.71,10.98,5.49,8.79,16.48,21.97,131.83,109.85,109.85,2
2024-11-26 02:03:00,361,11140,3,11140,3,130.39,260.79,13.04,6.52,10.43,19.56,26.08,156.48,130.39,130.39,3
2025-01-14 04:22:11,358,11141,1,11141,10,94.52,189.03,9.45,4.73,7.56,14.18,18.90,113.42,94.52,94.52,2
2025-01-30 19:35:50,419,11142,2,11142,2,140.61,281.23,14.06,7.03,11.25,21.09,28.13,168.74,140.61,140.61,3
2025-05-23 01:34:29,75,11143,1,11143,11,150.99,302.00,15.09,7.55,12.08,22.65,30.20,181.20,150.99,150.99,3
2025-08-31 16:31:13,32,11144,2,11144,5,43.34,86.66,4.34,2.16,3.46,6.50,8.66,52.00,43.34,43.34,1
2025-03-01 21:46:02,14,11145,3,11145,12,93.70,187.39,9.37,4.68,7.50,14.05,18.74,112.44,93.70,93.70,2
2025-02-24 08:46:46,200,11146,3,11146,8,69.43,138.85,6.95,3.47,5.55,10.41,13.88,83.31,69.43,69.43,1
2025-06-24 13:22:29,266,11147,1,11147,6,107.27,214.54,10.73,5.36,8.58,16.09,21.45,128.72,107.27,107.27,2
2024-12-16 19:34:25,343,11148,2,11148,9,124.24,248.49,12.42,6.21,9.94,18.64,24.85,149.09,124.24,124.24,2
2025-10-12 01:33:37,59,11149,1,11149,3,57.60,115.18,5.76,2.88,4.60,8.64,11.51,69.11,57.60,57.60,1
2024-12-26 09:39:32,26,11150,2,11150,12,119.14,238.28,11.91,5.96,9.53,17.87,23.83,142.97,119.14,119.14,2
2025-02-23 21:34:39,328,11151,3,11151,8,64.73,129.44,6.48,3.23,5.17,9.71,12.94,77.67,64.73,64.73,1
2025-05-08 14:40:41,335,11152,3,11152,4,104.06,208.13,10.41,5.20,8.33,15.61,20.81,124.87,104.06,104.06,2
2025-09-03 02:52:05,36,11153,1,11153,2,19.18,38.34,1.93,0.95,1.53,2.88,3.83,23.01,19.18,19.18,0
2025-06-03 05:13:42,402,11154,2,11154,7,119.44,238.88,11.94,5.97,9.56,17.92,23.89,143.33,119.44,119.44,2
2025-01-29 06:20:26,33,11155,1,11155,6,128.04,256.08,12.80,6.40,10.25,19.21,25.61,153.65,128.04,128.04,3
2024-12-28 23:23:02,54,11156,2,11156,5,98.51,197.01,9.85,4.93,7.88,14.78,19.70,118.21,98.51,98.51,2
2024-11-13 00:16:31,249,11157,3,11157,10,89.38,178.75,8.94,4.47,7.15,13.41,17.87,107.25,89.38,89.38,2
2025-04-04 01:09:03,445,11158,1,11158,11,81.38,162.75,8.14,4.07,6.51,12.21,16.27,97.65,81.38,81.38,2
2025-04-30 18:28:16,30,11159,2,11159,9,83.76,167.52,8.38,4.19,6.70,12.56,16.75,100.51,83.76,83.76,2
2025-07-19 05:16:21,284,11160,3,11160,1,65.07,130.13,6.51,3.25,5.20,9.76,13.01,78.08,65.07,65.07,1
2024-12-20 22:05:43,413,11161,2,11161,9,88.09,176.17,8.81,4.40,7.05,13.21,17.62,105.70,88.09,88.09,2
2024-12-17 22:22:00,346,11162,3,11162,3,118.60,237.21,11.86,5.93,9.49,17.79,23.72,142.33,118.60,118.60,2
2025-03-15 17:46:40,225,11163,1,11163,10,111.05,222.11,11.10,5.55,8.89,16.66,22.21,133.26,111.05,111.05,2
2025-04-22 06:40:45,303,11164,2,11164,1,132.65,265.31,13.26,6.64,10.62,19.90,26.53,159.19,132.65,132.65,3
2025-08-28 02:38:39,103,11165,3,11165,7,104.66,209.33,10.47,5.23,8.37,15.70,20.93,125.60,104.66,104.66,2
2025-05-09 08:37:51,209,11166,1,11166,2,125.05,250.11,12.50,6.26,10.01,18.76,25.01,150.06,125.05,125.05,3
2024-12-07 22:27:40,171,11167,2,11167,8,77.41,154.80,7.74,3.87,6.19,11.61,15.48,92.88,77.41,77.41,2
2025-06-15 21:10:30,362,11168,3,11168,5,120.45,240.91,12.04,6.02,9.64,18.07,24.09,144.55,120.45,120.45,2
2025-01-12 07:00:38,322,11169,1,11169,4,134.12,268.26,13.41,6.71,10.73,20.12,26.83,160.95,134.12,134.12,3
2025-06-23 07:44:58,108,11170,2,11170,12,144.87,289.75,14.48,7.25,11.59,21.73,28.98,173.85,144.87,144.87,3
2025-10-02 06:03:54,340,11171,3,11171,11,90.51,181.03,9.05,4.52,7.24,13.58,18.10,108.62,90.51,90.51,2
2025-09-30 02:08:41,94,11172,1,11172,6,72.86,145.71,7.29,3.64,5.83,10.93,14.57,87.43,72.86,72.86,1
2025-04-22 17:52:43,124,11173,2,11173,9,93.52,187.04,9.35,4.68,7.48,14.03,18.70,112.23,93.52,93.52,2
2024-11-29 07:11:41,65,11174,3,11174,3,112.54,225.08,11.25,5.63,9.00,16.88,22.51,135.05,112.54,112.54,2
2025-05-22 10:49:05,28,11175,1,11175,11,95.01,190.02,9.50,4.75,7.60,14.25,19.00,114.01,95.01,95.01,2
2025-08-12 07:23:43,308,11176,2,11176,5,109.04,218.08,10.90,5.45,8.72,16.36,21.81,130.85,109.04,109.04,2
2025-04-27 15:42:02,448,11177,3,11177,6,104.73,209.47,10.47,5.24,8.38,15.71,20.95,125.68,104.73,104.73,2
2024-12-01 00:12:47,210,11178,1,11178,1,115.17,230.35,11.52,5.76,9.22,17.28,23.04,138.21,115.17,115.17,2
2025-10-27 11:47:08,283,11179,2,11179,12,86.51,173.01,8.65,4.32,6.92,12.98,17.30,103.81,86.51,86.51,2
2025-06-22 21:45:20,451,11180,3,11180,7,108.00,216.00,10.80,5.40,8.64,16.20,21.60,129.60,108.00,108.00,2
2025-09-21 01:31:16,254,11181,1,11181,2,170.74,341.50,17.07,8.54,13.67,25.61,34.16,204.90,170.74,170.74,3
2025-09-25 19:14:28,189,11182,2,11182,4,34.12,68.22,3.42,1.70,2.72,5.12,6.82,40.93,34.12,34.12,1
2025-06-26 18:58:40,165,11183,3,11183,10,134.49,268.98,13.45,6.73,10.76,20.17,26.90,161.39,134.49,134.49,3
2025-08-10 13:32:56,380,11184,1,11184,8,89.01,178.02,8.90,4.45,7.12,13.35,17.80,106.81,89.01,89.01,2
2025-10-20 20:48:44,404,11185,2,11185,11,35.34,70.66,3.54,1.76,2.82,5.30,7.06,42.40,35.34,35.34,1
2025-08-13 02:19:16,90,11186,3,11186,5,94.60,189.21,9.46,4.73,7.57,14.19,18.92,113.52,94.60,94.60,2
2025-07-31 10:52:01,38,11187,1,11187,7,86.44,172.87,8.65,4.32,6.91,12.97,17.29,103.72,86.44,86.44,2
2025-03-03 22:19:19,105,11188,1,11188,12,113.56,227.12,11.35,5.68,9.09,17.03,22.71,136.27,113.56,113.56,2
2025-02-09 03:41:53,263,11189,2,11189,4,92.57,185.13,9.26,4.63,7.40,13.88,18.51,111.08,92.57,92.57,2
2025-02-05 18:41:53,23,11190,3,11190,10,88.13,176.25,8.81,4.41,7.05,13.22,17.62,105.75,88.13,88.13,2
2025-06-14 08:34:15,403,11191,1,11191,9,73.88,147.75,7.39,3.69,5.91,11.08,14.77,88.65,73.88,73.88,1
2025-06-29 20:25:00,86,11192,2,11192,3,91.36,182.71,9.14,4.57,7.31,13.70,18.27,109.63,91.36,91.36,2
2025-03-10 01:41:03,7,11193,3,11193,2,113.33,226.67,11.33,5.67,9.07,17.00,22.67,136.00,113.33,113.33,2
2024-12-02 17:29:59,366,11194,1,11194,8,104.79,209.59,10.48,5.24,8.38,15.72,20.96,125.75,104.79,104.79,2
2025-04-18 05:12:49,407,11195,2,11195,1,108.35,216.70,10.83,5.42,8.67,16.25,21.67,130.02,108.35,108.35,2
2024-11-12 03:25:29,329,11196,3,11196,6,51.26,102.50,5.13,2.56,4.10,7.69,10.25,61.50,51.26,51.26,1
2025-06-26 19:57:29,208,11197,3,11197,11,31.14,62.25,3.12,1.55,2.48,4.67,6.22,37.36,31.14,31.14,1
2025-05-23 08:02:43,353,11198,1,11198,9,84.59,169.17,8.46,4.23,6.77,12.69,16.92,101.50,84.59,84.59,2
2025-08-22 08:37:18,238,11199,2,11199,12,70.81,141.62,7.08,3.54,5.66,10.62,14.16,84.97,70.81,70.81,1
2025-08-26 06:14:16,444,11200,1,11200,1,28.27,56.52,2.83,1.41,2.25,4.24,5.65,33.92,28.27,28.27,1
2024-11-29 10:01:20,397,11201,2,11201,10,45.36,90.69,4.54,2.26,3.62,6.80,9.06,54.42,45.36,45.36,1
2025-03-21 11:16:57,388,11202,3,11202,7,35.75,71.49,3.58,1.78,2.85,5.36,7.14,42.90,35.75,35.75,1
2025-04-20 18:49:54,167,11203,1,11203,8,40.73,81.44,4.08,2.03,3.25,6.11,8.14,48.87,40.73,40.73,1
2024-11-26 04:48:38,357,11204,2,11204,3,104.81,209.63,10.48,5.24,8.39,15.72,20.96,125.77,104.81,104.81,2
2025-07-14 00:13:42,22,11205,3,11205,2,111.15,222.30,11.11,5.56,8.89,16.67,22.23,133.38,111.15,111.15,2
2025-01-11 21:05:59,390,11206,1,11206,5,83.23,166.45,8.32,4.16,6.66,12.48,16.64,99.87,83.23,83.23,2
2025-05-18 15:37:59,412,11207,2,11207,4,128.81,257.63,12.88,6.44,10.31,19.32,25.77,154.58,128.81,128.81,3
2024-12-11 03:20:40,378,11208,3,11208,6,140.09,280.18,14.00,7.01,11.21,21.01,28.02,168.11,140.09,140.09,3
2025-06-28 13:14:15,117,11209,2,11209,11,134.66,269.34,13.46,6.74,10.78,20.20,26.94,161.60,134.66,134.66,3
2024-11-17 21:40:15,290,11210,3,11210,6,64.34,128.66,6.44,3.21,5.14,9.65,12.86,77.20,64.34,64.34,1
2025-04-22 03:52:03,100,11211,1,11211,9,134.42,268.86,13.44,6.72,10.76,20.16,26.89,161.31,134.42,134.42,3
2025-01-24 00:47:26,240,11212,1,11212,3,85.32,170.63,8.53,4.26,6.82,12.80,17.06,102.38,85.32,85.32,2
2025-04-23 00:06:04,226,11213,2,11213,10,80.20,160.40,8.02,4.01,6.41,12.03,16.04,96.24,80.20,80.20,2
2025-08-18 10:43:55,71,11214,3,11214,1,100.02,200.04,10.00,5.00,8.00,15.00,20.00,120.02,100.02,100.02,2
2025-03-18 18:33:06,186,11215,2,11215,7,86.80,173.60,8.68,4.34,6.94,13.02,17.36,104.16,86.80,86.80,2
2025-04-17 07:12:48,4,11216,3,11216,2,96.74,193.47,9.67,4.84,7.74,14.51,19.35,116.08,96.74,96.74,2
2025-05-27 00:58:12,244,11217,1,11217,8,60.98,121.95,6.10,3.05,4.87,9.15,12.19,73.17,60.98,60.98,1
2025-03-13 01:21:19,312,11218,2,11218,5,66.50,132.98,6.65,3.32,5.32,9.97,13.30,79.79,66.50,66.50,1
2025-02-17 09:09:33,394,11219,3,11219,4,80.01,160.02,8.00,4.00,6.40,12.00,16.00,96.01,80.01,80.01,2
2024-11-16 08:27:16,360,11220,1,11220,12,116.45,232.91,11.64,5.82,9.32,17.47,23.29,139.75,116.45,116.45,2
2025-01-09 18:44:00,468,11221,2,11221,6,79.19,158.38,7.92,3.96,6.33,11.88,15.84,95.03,79.19,79.19,2
2024-12-02 21:40:06,278,11222,3,11222,7,61.59,123.17,6.16,3.08,4.92,9.24,12.31,73.91,61.59,61.59,1
2024-11-02 21:46:03,291,11223,1,11223,10,67.81,135.60,6.78,3.39,5.42,10.17,13.56,81.36,67.81,67.81,1
2025-09-20 18:33:17,5,11224,2,11224,9,70.79,141.57,7.08,3.54,5.66,10.62,14.15,84.94,70.79,70.79,1
2025-01-07 19:31:47,3,11225,3,11225,1,65.66,131.30,6.57,3.28,5.25,9.85,13.13,78.78,65.66,65.66,1
2024-11-10 20:31:21,472,11226,1,11226,2,120.92,241.84,12.09,6.05,9.68,18.14,24.19,145.10,120.92,120.92,2
2024-11-06 10:28:09,351,11227,2,11227,8,151.59,303.19,15.15,7.58,12.13,22.74,30.32,181.91,151.59,151.59,3
2024-11-08 16:13:14,58,11228,3,11228,3,119.54,239.09,11.95,5.98,9.57,17.93,23.91,143.45,119.54,119.54,2
2025-04-25 05:03:55,359,11229,1,11229,11,86.85,173.69,8.69,4.34,6.95,13.03,17.37,104.21,86.85,86.85,2
2024-12-08 12:15:03,327,11230,1,11230,5,180.58,361.19,18.05,9.04,14.46,27.09,36.13,216.71,180.58,180.58,4
2025-07-17 20:35:46,456,11231,2,11231,12,106.05,212.11,10.60,5.30,8.48,15.91,21.21,127.27,106.05,106.05,2
2025-05-16 22:29:44,143,11232,3,11232,4,105.22,210.44,10.52,5.26,8.42,15.78,21.04,126.27,105.22,105.22,2
2025-06-17 05:08:21,286,11233,2,11233,2,196.60,393.22,19.65,9.84,15.74,29.49,39.33,235.93,196.60,196.60,4
2025-02-08 06:16:18,198,11234,3,11234,8,86.60,173.19,8.66,4.33,6.93,12.99,17.32,103.91,86.60,86.60,2
2024-11-14 01:43:17,193,11235,1,11235,3,122.26,244.53,12.22,6.12,9.78,18.34,24.45,146.72,122.26,122.26,2
2025-07-05 07:45:39,236,11236,3,11236,11,124.73,249.46,12.47,6.24,9.98,18.71,24.95,149.68,124.73,124.73,2
2025-05-01 06:46:14,443,11237,1,11237,5,112.59,225.19,11.26,5.63,9.01,16.89,22.52,135.11,112.59,112.59,2
2025-07-11 04:29:47,60,11238,2,11238,12,185.16,370.34,18.51,9.27,14.82,27.77,37.04,222.20,185.16,185.16,4
2025-01-01 18:14:43,316,11239,2,11239,4,148.29,296.60,14.82,7.42,11.87,22.24,29.66,177.96,148.29,148.29,3
2024-12-01 03:28:52,192,11240,3,11240,6,54.56,109.11,5.46,2.72,4.36,8.18,10.91,65.47,54.56,54.56,1
2024-11-20 00:46:59,46,11241,1,11241,7,82.41,164.81,8.24,4.12,6.59,12.36,16.48,98.89,82.41,82.41,2
2024-12-02 06:45:34,206,11242,1,11242,10,67.83,135.66,6.79,3.39,5.42,10.17,13.56,81.40,67.83,67.83,1
