activity_ts,organization_id,user_id_to,distribution_id,vendor_id,activity_type_id,activity_sub_type_id,activity_status_id,amount,total_amount,shipping,fees,tax,discount,vendor_cogs_discount,original_amount,Outcome Amount,Income Amount,Order Count
2024-12-23 16:37:12,23,51,9235,51,1,10,10,681.25,6812.46,34.06,68.13,68.13,68.13,68.13,681.25,681.25,681.25,3
2024-11-17 00:05:21,103,51,18894,51,2,9,3,398.91,3989.14,19.95,39.89,39.89,39.89,39.89,398.91,398.91,398.91,2
2025-09-25 07:35:38,368,51,12628,51,1,22,2,328.03,3280.34,16.41,32.80,32.80,32.80,32.80,328.03,328.03,328.03,1
2024-11-27 03:42:22,388,51,18444,51,2,13,10,563.73,5637.30,28.19,56.37,56.37,56.37,56.37,563.73,563.73,563.73,2
2025-08-13 20:36:11,70,51,8037,51,3,16,11,577.51,5775.12,28.87,57.75,57.75,57.75,57.75,577.51,577.51,577.51,2
2025-04-22 12:48:27,94,51,16249,51,2,13,5,457.52,4575.22,22.88,45.75,45.75,45.75,45.75,457.52,457.52,457.52,2
2025-09-02 13:25:35,390,51,7745,51,3,26,12,322.59,3225.94,16.13,32.26,32.26,32.26,32.26,322.59,322.59,322.59,1
2025-05-16 07:48:33,273,51,14258,51,2,24,2,623.31,6233.10,31.16,62.33,62.33,62.33,62.33,623.31,623.31,623.31,2
2025-03-10 12:46:22,54,51,17798,51,1,23,7,491.28,4912.77,24.56,49.13,49.13,49.13,49.13,491.28,491.28,491.28,2
2025-06-08 17:41:58,224,51,18180,51,3,15,4,529.25,5292.52,26.46,52.93,52.93,52.93,52.93,529.25,529.25,529.25,2
2025-09-29 13:56:40,411,51,12990,51,1,8,11,184.56,1845.66,9.23,18.45,18.45,18.45,18.45,184.56,184.56,184.56,1
2025-08-31 05:08:26,43,51,13057,51,2,4,3,669.00,6689.92,33.45,66.90,66.90,66.90,66.90,669.00,669.00,669.00,3
2025-04-20 07:36:27,107,51,10578,51,2,10,6,683.22,6832.21,34.16,68.33,68.33,68.33,68.33,683.22,683.22,683.22,3
2025-05-31 17:42:50,145,51,1379,51,1,27,8,548.18,5481.74,27.41,54.82,54.82,54.82,54.82,548.18,548.18,548.18,2
2025-10-07 11:02:58,228,51,5070,51,2,9,5,248.32,2483.24,12.42,24.83,24.83,24.83,24.83,248.32,248.32,248.32,1
2025-04-07 07:26:57,183,51,12031,51,2,11,3,522.62,5226.24,26.13,52.26,52.26,52.26,52.26,522.62,522.62,522.62,2
2025-07-10 05:56:14,182,51,12281,51,3,4,3,608.93,6089.31,30.44,60.90,60.90,60.90,60.90,608.93,608.93,608.93,2
2025-08-12 06:45:19,328,51,12765,51,3,23,5,624.70,6246.95,31.23,62.47,62.47,62.47,62.47,624.70,624.70,624.70,3
2025-05-24 14:04:26,162,51,16314,51,2,5,7,504.17,5041.72,25.21,50.42,50.42,50.42,50.42,504.17,504.17,504.17,2
2025-07-05 18:16:07,266,51,19155,51,3,15,11,542.40,5423.96,27.12,54.24,54.24,54.24,54.24,542.40,542.40,542.40,2
2024-11-13 06:07:27,161,51,11037,51,1,28,2,526.54,5265.41,26.33,52.65,52.65,52.65,52.65,526.54,526.54,526.54,2
2025-02-03 19:30:09,173,51,9527,51,2,18,3,646.20,6462.02,32.31,64.62,64.62,64.62,64.62,646.20,646.20,646.20,3
2024-11-13 04:51:12,343,51,7835,51,3,1,6,661.38,6613.81,33.07,66.14,66.14,66.14,66.14,661.38,661.38,661.38,3
2025-09-20 11:11:31,50,51,17153,51,3,6,4,452.76,4527.63,22.64,45.28,45.28,45.28,45.28,452.76,452.76,452.76,2
2025-07-07 11:35:32,264,51,15589,51,2,3,8,651.87,6518.65,32.59,65.19,65.19,65.19,65.19,651.87,651.87,651.87,3
2025-08-01 08:02:41,314,51,18201,51,2,23,11,438.39,4383.88,21.92,43.84,43.84,43.84,43.84,438.39,438.39,438.39,2
2025-01-29 07:43:59,411,51,11500,51,1,7,6,569.40,5694.03,28.47,56.94,56.94,56.94,56.94,569.40,569.40,569.40,2
2025-07-22 08:05:17,314,51,8517,51,1,17,3,474.36,4743.60,23.72,47.44,47.44,47.44,47.44,474.36,474.36,474.36,2
2025-08-31 22:57:39,409,51,541,51,3,6,7,411.83,4118.34,20.59,41.18,41.18,41.18,41.18,411.83,411.83,411.83,2
2025-03-15 04:58:25,466,51,1145,51,1,19,2,555.31,5553.08,27.76,55.53,55.53,55.53,55.53,555.31,555.31,555.31,2
2025-04-13 22:29:18,459,51,6858,51,1,12,6,382.86,3828.58,19.15,38.28,38.28,38.28,38.28,382.86,382.86,382.86,2
2025-04-21 03:13:08,351,51,13193,51,1,14,7,522.09,5220.90,26.10,52.21,52.21,52.21,52.21,522.09,522.09,522.09,2
2025-06-12 13:39:40,244,51,8292,51,3,10,7,591.51,5915.04,29.57,59.15,59.15,59.15,59.15,591.51,591.51,591.51,2
2024-12-31 03:59:50,173,51,627,51,2,25,3,439.38,4393.79,21.97,43.94,43.94,43.94,43.94,439.38,439.38,439.38,2
2025-10-12 13:23:51,229,51,634,51,1,1,3,469.31,4693.10,23.47,46.93,46.93,46.93,46.93,469.31,469.31,469.31,2
2024-11-22 23:48:20,255,51,18773,51,1,15,7,439.11,4391.15,21.96,43.91,43.91,43.91,43.91,439.11,439.11,439.11,2
2025-05-17 05:38:57,329,51,19441,51,1,15,11,799.76,7997.55,39.98,79.98,79.98,79.98,79.98,799.76,799.76,799.76,3
2025-01-07 02:08:37,23,51,14106,51,1,22,5,685.05,6850.47,34.25,68.51,68.51,68.51,68.51,685.05,685.05,685.05,3
2025-05-20 04:46:37,17,51,10679,51,2,8,7,427.53,4275.34,21.38,42.75,42.75,42.75,42.75,427.53,427.53,427.53,2
2025-10-25 14:18:19,350,51,7825,51,3,8,7,517.48,5174.83,25.87,51.75,51.75,51.75,51.75,517.48,517.48,517.48,2
2025-05-16 01:40:19,27,51,1160,51,2,21,1,431.30,4312.99,21.57,43.13,43.13,43.13,43.13,431.30,431.30,431.30,2
2024-11-09 09:20:20,376,51,14701,51,3,26,5,744.75,7447.44,37.23,74.48,74.48,74.48,74.48,744.75,744.75,744.75,3
2025-07-29 05:12:26,156,51,5203,51,2,1,1,334.10,3341.01,16.71,33.41,33.41,33.41,33.41,334.10,334.10,334.10,1
2025-10-02 13:12:13,294,51,2566,51,2,8,3,469.21,4692.09,23.46,46.92,46.92,46.92,46.92,469.21,469.21,469.21,2
2025-03-16 01:39:47,305,51,911,51,1,28,6,579.87,5798.73,28.99,57.99,57.99,57.99,57.99,579.87,579.87,579.87,2
2025-03-25 08:44:08,237,51,12332,51,1,19,9,292.28,2922.80,14.62,29.22,29.22,29.22,29.22,292.28,292.28,292.28,1
2025-10-28 08:52:05,41,51,15299,51,2,22,9,214.90,2149.09,10.75,21.49,21.49,21.49,21.49,214.90,214.90,214.90,1
2025-11-03 20:38:07,200,51,6501,51,1,9,5,455.77,4557.75,22.79,45.58,45.58,45.58,45.58,455.77,455.77,455.77,2
2025-04-08 10:35:25,392,51,3182,51,2,16,8,695.02,6950.20,34.75,69.51,69.51,69.51,69.51,695.02,695.02,695.02,3
2025-06-12 10:35:44,6,51,17795,51,3,11,9,298.81,2988.15,14.94,29.88,29.88,29.88,29.88,298.81,298.81,298.81,1
2025-09-25 15:21:30,333,51,19415,51,2,15,9,808.79,8087.87,40.43,80.88,80.88,80.88,80.88,808.79,808.79,808.79,3
2025-09-28 05:19:45,371,52,12641,52,1,8,6,683.04,6830.32,34.15,68.31,68.31,68.31,68.31,683.04,683.04,683.04,3
2025-02-03 09:25:52,265,52,19232,52,3,21,5,268.77,2687.71,13.44,26.87,26.87,26.87,26.87,268.77,268.77,268.77,1
2025-02-19 03:58:54,458,52,5474,52,2,2,11,454.06,4540.58,22.70,45.40,45.40,45.40,45.40,454.06,454.06,454.06,2
2025-09-01 18:16:08,442,52,15330,52,3,22,9,545.09,5450.92,27.25,54.51,54.51,54.51,54.51,545.09,545.09,545.09,2
2025-03-12 04:08:32,170,52,5354,52,3,15,7,498.13,4981.33,24.91,49.81,49.81,49.81,49.81,498.13,498.13,498.13,2
2025-04-17 19:54:11,249,52,250,52,1,12,9,294.44,2944.43,14.73,29.44,29.44,29.44,29.44,294.44,294.44,294.44,1
2025-10-09 12:23:32,342,52,870,52,1,25,2,689.13,6891.30,34.45,68.92,68.92,68.92,68.92,689.13,689.13,689.13,3
2025-01-29 05:49:58,164,52,12170,52,3,27,12,554.93,5549.24,27.75,55.49,55.49,55.49,55.49,554.93,554.93,554.93,2
2025-09-20 17:34:22,278,52,8904,52,2,19,12,89.59,896.00,4.49,8.95,8.95,8.95,8.95,89.59,89.59,89.59,0
2025-02-02 16:13:28,81,52,5915,52,3,6,11,375.79,3757.89,18.79,37.58,37.58,37.58,37.58,375.79,375.79,375.79,2
2025-07-01 06:23:19,197,52,19742,52,1,29,7,539.71,5397.07,26.98,53.97,53.97,53.97,53.97,539.71,539.71,539.71,2
2025-09-11 07:12:29,394,52,1475,52,2,28,9,736.64,7366.40,36.83,73.67,73.67,73.67,73.67,736.64,736.64,736.64,3
2025-10-15 18:32:12,185,52,10472,52,2,14,10,151.69,1517.00,7.59,15.16,15.16,15.16,15.16,151.69,151.69,151.69,1
2025-08-11 22:41:08,262,52,19694,52,1,20,10,214.47,2144.75,10.73,21.44,21.44,21.44,21.44,214.47,214.47,214.47,1
2025-05-31 14:52:01,393,52,10046,52,1,25,12,191.38,1913.82,9.58,19.13,19.13,19.13,19.13,191.38,191.38,191.38,1
2025-01-07 05:59:06,301,52,12890,52,3,21,5,226.68,2266.84,11.34,22.66,22.66,22.66,22.66,226.68,226.68,226.68,1
2024-12-23 01:08:01,228,52,8628,52,1,13,3,278.74,2787.44,13.94,27.87,27.87,27.87,27.87,278.74,278.74,278.74,1
2025-10-20 16:29:41,138,52,2204,52,2,25,7,176.35,1763.51,8.82,17.63,17.63,17.63,17.63,176.35,176.35,176.35,1
2025-01-07 10:22:34,351,52,16347,52,2,16,1,278.35,2783.59,13.92,27.83,27.83,27.83,27.83,278.35,278.35,278.35,1
2025-06-10 23:09:57,129,52,4237,52,1,19,3,250.80,2508.02,12.55,25.08,25.08,25.08,25.08,250.80,250.80,250.80,1
2025-05-31 15:54:04,97,52,3262,52,3,19,7,312.84,3128.40,15.65,31.28,31.28,31.28,31.28,312.84,312.84,312.84,1
2024-11-19 19:25:54,235,52,18135,52,1,22,3,515.11,5151.13,25.76,51.51,51.51,51.51,51.51,515.11,515.11,515.11,2
2025-08-15 16:01:03,446,52,9459,52,1,18,10,212.07,2120.77,10.61,21.20,21.20,21.20,21.20,212.07,212.07,212.07,1
2025-07-15 06:14:01,193,52,7586,52,2,29,3,575.97,5759.71,28.80,57.60,57.60,57.60,57.60,575.97,575.97,575.97,2
2025-07-07 06:15:49,182,52,18618,52,3,7,5,613.22,6132.20,30.66,61.32,61.32,61.32,61.32,613.22,613.22,613.22,2
2025-07-02 16:31:43,32,52,5386,52,3,5,9,645.17,6451.65,32.26,64.52,64.52,64.52,64.52,645.17,645.17,645.17,3
2024-12-01 09:31:05,113,52,12705,52,3,10,3,452.82,4528.24,22.64,45.28,45.28,45.28,45.28,452.82,452.82,452.82,2
2025-05-06 11:23:29,194,52,19825,52,3,19,4,422.01,4220.13,21.10,42.20,42.20,42.20,42.20,422.01,422.01,422.01,2
2025-04-06 07:05:35,419,52,2995,52,1,2,10,494.07,4940.69,24.70,49.41,49.41,49.41,49.41,494.07,494.07,494.07,2
2025-08-21 19:07:43,441,52,1525,52,2,15,8,497.75,4977.52,24.89,49.78,49.78,49.78,49.78,497.75,497.75,497.75,2
2025-03-12 00:59:56,166,52,19459,52,3,7,8,397.83,3978.29,19.89,39.78,39.78,39.78,39.78,397.83,397.83,397.83,2
2025-02-12 05:29:27,54,52,12084,52,1,11,5,528.39,5283.93,26.42,52.84,52.84,52.84,52.84,528.39,528.39,528.39,2
2025-01-12 19:54:40,286,52,18260,52,2,13,4,849.33,8493.27,42.46,84.94,84.94,84.94,84.94,849.33,849.33,849.33,3
2025-07-22 22:21:42,160,52,12723,52,3,14,2,942.84,9428.30,47.13,94.29,94.29,94.29,94.29,942.84,942.84,942.84,4
2024-12-13 08:56:32,303,52,2184,52,1,1,10,924.96,9249.56,46.24,92.50,92.50,92.50,92.50,924.96,924.96,924.96,4
2025-01-09 20:27:43,129,52,3836,52,2,24,1,542.16,5421.60,27.11,54.22,54.22,54.22,54.22,542.16,542.16,542.16,2
2025-01-16 14:53:54,473,52,4078,52,3,4,12,701.50,7014.94,35.07,70.15,70.15,70.15,70.15,701.50,701.50,701.50,3
2025-09-30 20:52:25,422,52,3659,52,1,8,10,649.43,6494.24,32.47,64.95,64.95,64.95,64.95,649.43,649.43,649.43,3
2025-04-18 06:07:26,405,52,14201,52,1,11,1,363.96,3639.58,18.20,36.39,36.39,36.39,36.39,363.96,363.96,363.96,1
2025-01-09 16:54:20,369,52,17777,52,1,10,9,450.40,4503.97,22.52,45.04,45.04,45.04,45.04,450.40,450.40,450.40,2
2025-07-19 06:29:09,84,52,8626,52,1,4,11,624.08,6240.79,31.20,62.41,62.41,62.41,62.41,624.08,624.08,624.08,2
2024-11-25 01:28:43,27,52,3707,52,1,24,11,611.60,6115.99,30.58,61.16,61.16,61.16,61.16,611.60,611.60,611.60,2
2025-10-02 19:52:41,368,52,8610,52,3,23,11,562.41,5624.04,28.12,56.24,56.24,56.24,56.24,562.41,562.41,562.41,2
2025-04-07 09:40:05,404,52,19140,52,2,7,5,369.29,3692.92,18.47,36.93,36.93,36.93,36.93,369.29,369.29,369.29,1
2025-05-21 15:27:25,22,52,5627,52,2,19,4,525.44,5254.44,26.27,52.54,52.54,52.54,52.54,525.44,525.44,525.44,2
2025-03-26 13:49:43,349,52,6615,52,3,1,8,394.86,3948.66,19.75,39.48,39.48,39.48,39.48,394.86,394.86,394.86,2
2025-08-31 21:59:21,64,52,16222,52,1,6,12,493.62,4936.19,24.68,49.36,49.36,49.36,49.36,493.62,493.62,493.62,2
2025-04-10 20:59:09,87,52,447,52,3,28,6,690.91,6909.11,34.54,69.09,69.09,69.09,69.09,690.91,690.91,690.91,3
2025-04-07 12:27:26,243,52,19380,52,2,12,11,644.15,6441.52,32.20,64.42,64.42,64.42,64.42,644.15,644.15,644.15,3
2025-01-10 13:20:19,78,52,9572,52,3,2,1,514.75,5147.54,25.74,51.48,51.48,51.48,51.48,514.75,514.75,514.75,2
2025-05-09 01:09:51,377,52,8940,52,2,21,8,713.41,7134.03,35.67,71.34,71.34,71.34,71.34,713.41,713.41,713.41,3
2025-02-20 00:16:50,95,52,3709,52,3,21,10,462.43,4624.33,23.12,46.24,46.24,46.24,46.24,462.43,462.43,462.43,2
2025-01-17 12:56:12,114,52,11249,52,1,6,9,508.86,5088.59,25.44,50.89,50.89,50.89,50.89,508.86,508.86,508.86,2
2025-02-06 22:57:50,255,52,8810,52,2,3,12,672.70,6726.99,33.63,67.27,67.27,67.27,67.27,672.70,672.70,672.70,3
2025-06-10 21:42:06,316,52,16377,52,3,7,4,772.32,7723.19,38.61,77.24,77.24,77.24,77.24,772.32,772.32,772.32,3
2025-01-04 20:46:30,305,52,2370,52,3,16,11,320.30,3203.03,16.02,32.03,32.03,32.03,32.03,320.30,320.30,320.30,1
2024-11-09 10:34:23,82,52,16396,52,2,7,8,711.15,7111.45,35.55,71.12,71.12,71.12,71.12,711.15,711.15,711.15,3
2024-12-25 18:43:32,436,52,9258,52,1,8,8,761.39,7613.89,38.06,76.14,76.14,76.14,76.14,761.39,761.39,761.39,3
2025-02-02 17:38:41,146,52,19549,52,2,7,3,683.57,6835.68,34.17,68.36,68.36,68.36,68.36,683.57,683.57,683.57,3
2025-05-16 14:13:15,307,52,4051,52,3,23,1,383.11,3831.11,19.16,38.31,38.31,38.31,38.31,383.11,383.11,383.11,2
2025-01-26 19:48:44,410,52,19167,52,1,13,6,581.57,5815.68,29.08,58.16,58.16,58.16,58.16,581.57,581.57,581.57,2
2025-01-09 23:09:19,92,52,5242,52,2,24,7,509.73,5097.35,25.49,50.97,50.97,50.97,50.97,509.73,509.73,509.73,2
2024-11-26 20:40:08,277,52,14578,52,1,22,8,690.90,6909.00,34.54,69.09,69.09,69.09,69.09,690.90,690.90,690.90,3
2025-03-05 05:45:13,454,52,13591,52,1,22,2,473.68,4736.77,23.68,47.37,47.37,47.37,47.37,473.68,473.68,473.68,2
2025-09-08 23:10:12,324,52,873,52,3,14,5,591.61,5916.13,29.58,59.16,59.16,59.16,59.16,591.61,591.61,591.61,2
2025-07-15 14:51:31,367,52,2697,52,3,7,7,579.40,5793.96,28.97,57.94,57.94,57.94,57.94,579.40,579.40,579.40,2
2025-02-07 10:54:10,183,52,12822,52,2,12,6,688.19,6881.87,34.41,68.82,68.82,68.82,68.82,688.19,688.19,688.19,3
2025-11-02 03:19:07,428,52,10832,52,1,16,7,758.07,7580.67,37.90,75.81,75.81,75.81,75.81,758.07,758.07,758.07,3
2024-12-19 22:28:17,340,52,2374,52,1,8,8,369.90,3699.01,18.50,36.99,36.99,36.99,36.99,369.90,369.90,369.90,1
2024-11-10 08:01:44,191,52,6095,52,3,15,9,652.14,6521.33,32.60,65.22,65.22,65.22,65.22,652.14,652.14,652.14,3
2025-09-26 17:54:47,331,52,10674,52,2,25,4,624.57,6245.72,31.23,62.46,62.46,62.46,62.46,624.57,624.57,624.57,3
2025-03-14 18:07:31,288,52,2092,52,1,9,9,543.09,5430.89,27.15,54.31,54.31,54.31,54.31,543.09,543.09,543.09,2
2025-03-08 10:34:06,131,52,9017,52,2,21,3,578.48,5784.80,28.92,57.85,57.85,57.85,57.85,578.48,578.48,578.48,2
2025-08-14 03:54:48,147,52,11967,52,2,12,2,389.73,3897.29,19.49,38.97,38.97,38.97,38.97,389.73,389.73,389.73,2
2025-07-23 07:41:53,292,52,12478,52,2,16,10,479.92,4799.18,24.00,47.99,47.99,47.99,47.99,479.92,479.92,479.92,2
2025-04-13 22:45:00,224,52,12596,52,1,5,12,514.17,5141.68,25.71,51.42,51.42,51.42,51.42,514.17,514.17,514.17,2
2025-07-15 14:16:34,359,52,18509,52,3,6,1,648.69,6486.84,32.43,64.87,64.87,64.87,64.87,648.69,648.69,648.69,3
2025-01-10 18:55:46,413,52,1981,52,3,18,8,558.12,5581.18,27.90,55.81,55.81,55.81,55.81,558.12,558.12,558.12,2
2025-06-09 04:41:56,374,52,4684,52,1,15,3,524.61,5246.05,26.23,52.46,52.46,52.46,52.46,524.61,524.61,524.61,2
2025-04-22 15:46:03,255,52,10446,52,1,15,4,546.93,5469.30,27.35,54.69,54.69,54.69,54.69,546.93,546.93,546.93,2
2025-09-04 20:43:04,467,52,9356,52,3,16,1,395.80,3958.04,19.79,39.58,39.58,39.58,39.58,395.80,395.80,395.80,2
2025-01-31 08:22:33,48,52,977,52,2,20,2,293.51,2935.13,14.68,29.35,29.35,29.35,29.35,293.51,293.51,293.51,1
2025-10-11 17:26:32,274,52,14646,52,2,9,1,437.18,4371.82,21.86,43.72,43.72,43.72,43.72,437.18,437.18,437.18,2
2025-05-27 17:41:18,368,52,1783,52,2,17,8,788.84,7888.39,39.44,78.89,78.89,78.89,78.89,788.84,788.84,788.84,3
2025-04-17 06:18:17,91,52,19367,52,2,19,10,498.61,4986.14,24.93,49.86,49.86,49.86,49.86,498.61,498.61,498.61,2
2024-12-23 11:46:22,121,52,5547,52,3,8,11,428.38,4283.86,21.42,42.84,42.84,42.84,42.84,428.38,428.38,428.38,2
2024-11-09 09:02:53,167,52,4354,52,3,22,8,597.70,5976.95,29.88,59.77,59.77,59.77,59.77,597.70,597.70,597.70,2
2025-04-11 08:32:20,162,52,3111,52,3,20,2,834.68,8346.73,41.73,83.47,83.47,83.47,83.47,834.68,834.68,834.68,3
2025-10-24 06:07:34,460,52,4022,52,1,28,4,540.42,5404.17,27.02,54.04,54.04,54.04,54.04,540.42,540.42,540.42,2
2025-04-06 17:05:58,309,52,3279,52,2,18,3,403.76,4037.58,20.19,40.37,40.37,40.37,40.37,403.76,403.76,403.76,2
2025-08-26 07:26:51,392,52,19077,52,3,8,8,641.80,6417.98,32.09,64.18,64.18,64.18,64.18,641.80,641.80,641.80,3
2025-07-03 20:00:11,204,52,18755,52,1,27,7,558.84,5588.40,27.94,55.89,55.89,55.89,55.89,558.84,558.84,558.84,2
2025-03-21 00:06:49,115,52,19101,52,3,3,3,618.96,6189.60,30.95,61.90,61.90,61.90,61.90,618.96,618.96,618.96,2
2025-01-18 18:38:15,365,52,9106,52,3,7,11,413.45,4134.56,20.67,41.34,41.34,41.34,41.34,413.45,413.45,413.45,2
2025-10-01 05:20:03,99,52,600,52,3,17,2,429.23,4292.31,21.46,42.92,42.92,42.92,42.92,429.23,429.23,429.23,2
2025-01-02 02:07:47,150,52,17121,52,1,14,9,272.61,2726.14,13.64,27.26,27.26,27.26,27.26,272.61,272.61,272.61,1
2024-12-14 17:22:41,77,52,11432,52,3,11,2,465.82,4658.17,23.29,46.58,46.58,46.58,46.58,465.82,465.82,465.82,2
2025-08-28 14:48:49,353,52,1293,52,1,6,11,649.68,6496.77,32.48,64.97,64.97,64.97,64.97,649.68,649.68,649.68,3
2025-01-11 07:44:26,225,52,15728,52,2,17,10,382.44,3824.40,19.12,38.24,38.24,38.24,38.24,382.44,382.44,382.44,2
2025-03-18 07:15:57,197,52,138,52,2,7,4,593.32,5933.22,29.66,59.33,59.33,59.33,59.33,593.32,593.32,593.32,2
2024-12-07 14:24:27,190,52,846,52,3,23,11,433.27,4332.73,21.67,43.33,43.33,43.33,43.33,433.27,433.27,433.27,2
2025-04-06 20:59:59,472,52,1242,52,2,4,7,453.27,4532.75,22.66,45.33,45.33,45.33,45.33,453.27,453.27,453.27,2
2024-11-05 04:51:39,466,52,8007,52,3,18,11,669.91,6699.02,33.49,66.99,66.99,66.99,66.99,669.91,669.91,669.91,3
2025-04-19 05:39:00,175,52,8471,52,1,29,6,664.91,6649.10,33.24,66.49,66.49,66.49,66.49,664.91,664.91,664.91,3
2025-01-10 22:15:08,152,52,9925,52,1,25,12,478.36,4783.62,23.92,47.84,47.84,47.84,47.84,478.36,478.36,478.36,2
2024-11-15 01:51:53,140,52,567,52,3,5,11,534.77,5347.66,26.74,53.48,53.48,53.48,53.48,534.77,534.77,534.77,2
2024-11-05 23:56:31,353,52,17929,52,3,2,11,454.02,4540.19,22.70,45.40,45.40,45.40,45.40,454.02,454.02,454.02,2
2025-01-11 03:36:02,459,52,7303,52,3,25,6,831.11,8310.99,41.55,83.12,83.12,83.12,83.12,831.11,831.11,831.11,3
2025-04-13 23:40:34,104,52,12134,52,1,24,6,626.15,6261.50,31.30,62.62,62.62,62.62,62.62,626.15,626.15,626.15,3
2025-08-09 10:44:14,301,52,10860,52,1,21,9,666.11,6661.09,33.30,66.61,66.61,66.61,66.61,666.11,666.11,666.11,3
2024-12-03 21:56:12,405,52,11451,52,3,12,5,300.10,3001.08,15.01,30.01,30.01,30.01,30.01,300.10,300.10,300.10,1
2025-05-01 01:39:56,306,52,15742,52,1,18,2,619.71,6197.07,30.98,61.97,61.97,61.97,61.97,619.71,619.71,619.71,2
2025-04-19 11:15:05,442,52,1978,52,2,17,9,373.69,3736.92,18.69,37.37,37.37,37.37,37.37,373.69,373.69,373.69,1
2025-01-03 22:51:54,452,52,14636,52,2,29,2,549.44,5494.39,27.47,54.94,54.94,54.94,54.94,549.44,549.44,549.44,2
2025-04-14 01:35:08,129,52,1142,52,2,19,5,482.51,4825.11,24.13,48.25,48.25,48.25,48.25,482.51,482.51,482.51,2
2025-04-27 08:09:15,375,52,18003,52,2,6,5,513.15,5131.51,25.66,51.32,51.32,51.32,51.32,513.15,513.15,513.15,2
2025-04-30 20:55:22,53,52,5814,52,1,2,11,924.41,9243.98,46.21,92.45,92.45,92.45,92.45,924.41,924.41,924.41,4
2025-04-10 19:51:19,230,52,9650,52,1,7,9,453.52,4535.22,22.68,45.35,45.35,45.35,45.35,453.52,453.52,453.52,2
2025-10-27 05:33:31,177,52,11904,52,2,28,5,755.55,7555.49,37.77,75.56,75.56,75.56,75.56,755.55,755.55,755.55,3
2025-02-11 08:03:28,177,52,12407,52,1,18,7,329.47,3294.68,16.48,32.94,32.94,32.94,32.94,329.47,329.47,329.47,1
2025-09-23 07:21:30,279,52,14682,52,2,15,6,327.94,3279.47,16.40,32.79,32.79,32.79,32.79,327.94,327.94,327.94,1
2025-03-04 04:34:17,394,52,19420,52,3,27,12,427.99,4279.93,21.40,42.80,42.80,42.80,42.80,427.99,427.99,427.99,2
2025-01-16 03:16:43,203,52,13014,52,3,28,10,774.71,7747.07,38.73,77.48,77.48,77.48,77.48,774.71,774.71,774.71,3
2025-09-25 11:53:21,251,52,4625,52,3,27,11,820.00,8199.93,40.99,82.01,82.01,82.01,82.01,820.00,820.00,820.00,3
2025-04-26 19:19:19,335,52,508,52,2,26,2,558.00,5579.98,27.90,55.80,55.80,55.80,55.80,558.00,558.00,558.00,2
2025-02-24 11:25:18,253,52,12263,52,3,7,8,615.27,6152.71,30.76,61.53,61.53,61.53,61.53,615.27,615.27,615.27,2
2025-01-25 01:29:57,439,52,1650,52,1,6,11,494.66,4946.60,24.73,49.47,49.47,49.47,49.47,494.66,494.66,494.66,2
2025-01-11 13:58:15,288,52,15777,52,3,2,1,805.58,8055.76,40.27,80.56,80.56,80.56,80.56,805.58,805.58,805.58,3
2025-04-23 06:55:51,174,52,17071,52,2,3,1,630.51,6305.05,31.52,63.05,63.05,63.05,63.05,630.51,630.51,630.51,3
2025-10-23 21:36:59,123,52,14551,52,2,8,4,396.18,3961.85,19.81,39.62,39.62,39.62,39.62,396.18,396.18,396.18,2
2025-05-28 14:20:48,240,52,5367,52,3,25,3,660.50,6605.02,33.02,66.05,66.05,66.05,66.05,660.50,660.50,660.50,3
2025-09-17 03:43:14,215,52,9284,52,1,1,8,694.96,6949.54,34.74,69.50,69.50,69.50,69.50,694.96,694.96,694.96,3
2025-01-12 02:57:56,385,52,10071,52,3,16,1,741.19,7411.89,37.05,74.12,74.12,74.12,74.12,741.19,741.19,741.19,3
2025-06-18 19:27:47,111,52,12302,52,3,11,3,503.50,5035.03,25.18,50.35,50.35,50.35,50.35,503.50,503.50,503.50,2
2025-08-31 07:42:24,353,52,6388,52,1,18,1,574.78,5747.83,28.74,57.48,57.48,57.48,57.48,574.78,574.78,574.78,2
2025-10-23 14:31:25,342,52,9844,52,3,22,8,329.14,3291.45,16.46,32.91,32.91,32.91,32.91,329.14,329.14,329.14,1
2025-10-08 07:04:34,156,52,2688,52,3,18,10,664.79,6647.90,33.24,66.48,66.48,66.48,66.48,664.79,664.79,664.79,3
2025-10-06 06:54:51,409,52,8027,52,3,25,2,388.00,3879.99,19.40,38.80,38.80,38.80,38.80,388.00,388.00,388.00,2
2025-09-25 03:39:59,474,52,15987,52,1,20,11,499.84,4998.42,24.99,49.98,49.98,49.98,49.98,499.84,499.84,499.84,2
2025-07-06 22:45:57,53,52,213,52,1,15,8,644.20,6441.95,32.21,64.42,64.42,64.42,64.42,644.20,644.20,644.20,3
2025-02-04 23:07:50,72,52,14148,52,2,13,11,632.85,6328.48,31.64,63.29,63.29,63.29,63.29,632.85,632.85,632.85,3
2025-10-23 10:32:02,456,52,16990,52,2,13,3,566.60,5665.99,28.33,56.66,56.66,56.66,56.66,566.60,566.60,566.60,2
2025-09-28 08:01:33,27,52,8602,52,1,13,6,554.57,5545.74,27.73,55.46,55.46,55.46,55.46,554.57,554.57,554.57,2
2024-11-13 10:06:10,227,52,19182,52,3,29,10,884.02,8840.14,44.19,88.41,88.41,88.41,88.41,884.02,884.02,884.02,4
